TX_DATA_0,TX_DATA_1,TX_DATA_2,TX_DATA_3,TX_DATA_4,TX_DATA_5,TX_DATA_6,TX_DATA_7,TX_DATA_8,TX_DATA_9,TX_DATA_10,TX_DATA_11,TX_DATA_12
ffffffff,ffffffff,18440804,8700400e,71b81760,0620047c,8288100b,0c238461,87008101,28030001,1088b014,30ec1ce5,19102262
ffffffff,ffffffff,28130306,0188f062,22742f01,0000c080,a088500b,34038001,4588f007,69230560,85100202,f03006e2,21132262
ffffffff,ffffffff,38230470,04002018,43204582,2800008c,50a81403,26308798,4444a91f,18672df1,0688b062,70fc1e00,29202462
ffffffff,ffffffff,003306f0,2e008000,404469e0,0223059c,07540a93,9420c470,4544890b,101303f3,0400c07c,d4740e84,31232462
ffffffff,ffffffff,91000110,0c23c408,03440900,16004014,4800e104,59989381,0144a969,58100383,0400800e,30dc9a64,39302662
ffffffff,ffffffff,40983391,96038010,38006065,1610c210,61470807,6c572ae1,45002000,51570b01,04008000,11300660,41332662
ffffffff,ffffffff,49440811,8198d202,a633060b,0c10c204,60642c03,20678c18,0144a900,38542a82,a700800a,54102281,49442862
ffffffff,ffffffff,084728f0,83883006,81a8d408,0a038004,c0640c06,18200500,47002007,00330660,0ba8f40a,30548a68,51472862
ffffffff,ffffffff,19030063,0088700f,d1883000,1c034068,62cc1911,641302f9,9644e960,38000083,0e03608e,60300776,59542a62
ffffffff,ffffffff,31132372,8b00000a,62dc3ae1,0c138310,81644d88,00648d61,8398d301,80330671,0003c000,62640c03,61572a62
ffffffff,ffffffff,29302703,008b706a,2d644c62,360380f4,04883004,30000160,01887001,10881060,020000e4,50644c82,69642c62
ffffffff,ffffffff,21232402,83000084,e623a481,9c30c665,a1008180,10300609,0600210b,59100211,19004074,b0540a60,71672c62
ffffffff,ffffffff,392024e6,8e887196,60ecdc85,369b9284,a9a83591,74100288,4000c06e,41572b77,9313221e,80b81764,79742e62
ffffffff,ffffffff,31332660,838bd000,b0640d84,5430c69c,a6ab3506,34748ee8,4c440800,10442971,3198721c,01881084,01772e62
ffffffff,ffffffff,1a302784,18887001,02b81683,02548a04,a1a8d506,083086f8,82478811,6a100200,0c302600,a0002102,09002062
ffffffff,ffffffff,18134211,0013028a,40004082,04004084,05a8351a,9c030089,01885102,58674df6,03038000,e1a815e0,11032062
ffffffff,ffffffff,21130270,05000000,d6440884,12008009,8500a001,0c9b9310,c700210d,80570a81,a2006004,10ec3c01,19102262
ffffffff,ffffffff,88202401,9500a002,16dcda00,1a104284,8788b000,040380f0,40ccf804,80881100,17a8548e,14100205,21132262
ffffffff,ffffffff,328b10f4,4498b262,0610c382,16134314,0288f081,10008000,01440807,68881100,0e10e214,901082e2,29202462
ffffffff,ffffffff,1a304715,23448864,4700c164,0c10c278,2000408b,19100298,c4002106,38670de2,3003c062,02981261,31232462
ffffffff,ffffffff,1a1342f2,0d206466,1044e9e2,6a038184,85200405,05132292,c7cc981e,203307e0,1930067a,92004183,39302662
ffffffff,ffffffff,001342f2,4603a060,e6100388,4e674c90,8288b104,1000a06a,47ccf804,082004f1,4013228a,22985285,41332662
ffffffff,ffffffff,82000100,0944c806,71ecdc07,3447c88c,23885080,20100210,0744e81c,00030071,1044081a,d1204586,49442862
ffffffff,ffffffff,49885170,0a032006,41742f62,06308660,c8206402,042005f1,8000e013,31000082,0910028e,11dc3a6f,51472862
ffffffff,ffffffff,e84728e0,02034076,504429e4,1400c014,60cf1983,20008060,45881006,a0302710,8b032074,53102204,59542a62
ffffffff,ffffffff,31ef1c80,a6004070,32540ae7,0e108210,c4640d0a,4c2004f0,9a44a90e,08a81571,0c8b7064,b0546ae3,61572a62
ffffffff,ffffffff,f0302660,a8a8d46e,10304686,1003c0e8,01cc9815,004788f8,079b520e,91030081,9e038016,50b81606,69642c62
ffffffff,ffffffff,50fc1ee2,08ab14f8,0210020b,3a100214,85002107,14000088,0d00e100,b8983200,879bd210,20540ae1,71672c62
ffffffff,ffffffff,31540a01,03030076,95004080,18334604,0488b181,94108292,0003a115,10bb16f0,0288f068,d0200463,79742e62
ffffffff,ffffffff,11302670,05006010,1098b380,0e130208,01008105,14989390,0500006d,48100210,0f00406c,00dc1a00,01772e62
ffffffff,ffffffff,41102293,3500a004,b3100361,0e03c01d,80002003,1c108308,0800a007,08470885,8403e00e,c10000e0,09002062
ffffffff,ffffffff,10442890,8330a610,12b876e2,0a03c004,48881180,15138380,0f03010e,39030010,00889018,62cc388d,11032062
ffffffff,ffffffff,88100371,8188700c,02104369,0c03400d,65470884,1410a379,8403e001,40332680,86000003,15644c63,19102262
ffffffff,ffffffff,818b1010,91883062,41004107,3a038010,2364ac00,341082e9,46889105,20440801,2288d01c,4010a268,21132262
ffffffff,ffffffff,58883082,8098320e,b144298c,16334610,a820650a,78308700,8a44c877,d02005f3,09204462,f0440862,29202462
ffffffff,ffffffff,12570a70,1f881000,01b83701,2810c2f4,80ab1500,14770f89,008b5018,19dc1b90,82032006,c0fc1e02,31232462
ffffffff,ffffffff,101042e1,8b13e278,72002001,0e230411,43881187,10108208,40000105,f8132260,81885012,90cc1964,39302662
ffffffff,ffffffff,01100280,878b708a,60744fe0,2603c004,06446980,34100260,88440900,d0ff1e64,2d883002,53981361,41332662
ffffffff,ffffffff,19002180,9988f07e,30640d80,0a20c408,6600c00a,20308711,438b1065,08dc1a80,9923a568,73546b05,49442862
ffffffff,ffffffff,48132390,819b3210,11300680,1403400c,4064cc91,8d200412,ca446908,10030000,819b3266,30746e60,51472862
ffffffff,ffffffff,4a470893,04883064,80102300,00108264,82440883,0c8bb071,85cf586b,a91002f0,1e883004,31300607,59542a62
ffffffff,ffffffff,41474963,08008000,80881162,24000118,c7885081,02038099,8a88b10c,a9ab3563,2713c210,003026e0,61572a62
ffffffff,ffffffff,30442960,0303006e,c0881001,0820848c,24ccf883,2c004069,848b5107,69ab35e1,0020e462,22000082,69642c62
ffffffff,ffffffff,31300603,05006000,74cc1803,20030010,68208583,60238479,4d889013,f0672c00,8a000000,67204584,71672c62
ffffffff,ffffffff,28302781,8000a012,f3748f83,50200470,29670c05,40640cf0,4247a910,02fc1e1a,908b5068,7064ec17,79742e62
ffffffff,ffffffff,002304e4,08881002,c0fc7f0d,0a540a64,20232404,00440919,45444803,340041f2,8398126a,62740e60,01772e62
ffffffff,ffffffff,800000f2,0203008a,82cc18e2,1e034074,62200490,1c000080,8644a904,61308610,9d887074,d1644c81,09002062
ffffffff,ffffffff,30881172,8e004002,41885004,0413c27c,42644c05,18138279,8988d069,31642c70,089bb21e,d2dc3be0,11032062
ffffffff,ffffffff,083006e2,808bd01a,8244280b,28008008,81444884,341303e8,428b3016,d93027e1,a70300e4,10dc5af2,19102262
ffffffff,ffffffff,38030001,3a881060,178850f0,04230578,00883107,14308762,56444802,e8df3b00,20a8f46c,f210020a,21132262
ffffffff,ffffffff,43330670,153347f0,6010e2e3,18008064,80000000,58108281,4a54ca01,20ef1d71,83200468,72fc5e84,29202462
ffffffff,ffffffff,30446871,0710a200,a2640def,02130298,00881184,64570b68,4f47481c,e0200560,0488706a,b1744e01,31232462
ffffffff,ffffffff,08300672,0700e09a,c1a85490,96004074,44000104,50648c79,c147e90c,c8ec1d60,10008000,71b83767,39302662
ffffffff,ffffffff,190300e0,8f00e00e,02cc38e1,1898d20c,45448910,1c540b08,42cc3805,60cf1912,88100214,70742ee1,41332662
ffffffff,ffffffff,401323f0,8a8bf012,82004081,0c1302e8,6144a887,39138262,80444812,09640ce0,938b101e,50740e02,49442862
ffffffff,ffffffff,b14408e0,1b8b508c,13885086,440380e4,80642c81,08332609,87881109,78032000,80987208,b0540be4,51472862
ffffffff,ffffffff,00b836e1,88136204,c3106200,14448868,2588108b,140300e0,0088f116,59770ee0,1f881008,92b81600,59542a62
ffffffff,ffffffff,08000110,978b1014,f1cc7962,00108205,e020a484,74108279,04000007,08572a00,8613e260,209853ef,61572a62
ffffffff,ffffffff,310301e1,8498f204,80fc3f83,280000e8,42ec1d80,a4748ef8,9e008100,50030097,0288d074,102005e4,69642c62
ffffffff,ffffffff,b8302710,00889082,b2881102,0a230470,00444803,54a89493,4e9bd208,61540a80,9800406c,30100261,71672c62
ffffffff,ffffffff,59bb1691,83000014,65b85700,20034009,20000084,29548b61,c147c903,51642c91,039b127e,71300701,79742e62
ffffffff,ffffffff,81572be0,0e887080,0164ac6d,18200404,4020048a,482324f9,53cc3906,20542ae1,8400600c,01742f03,01772e62
ffffffff,ffffffff,20883002,1303c01c,e0002063,2c130204,4244090c,3847088d,04546a0d,18200561,9d889018,00002081,09002062
ffffffff,ffffffff,c9200400,0a106274,52ec1d60,2c2385ec,2244490f,68330600,4100800c,48130201,089bb21c,11000101,11032062
ffffffff,ffffffff,c9cf38f2,9103401c,4b544b62,2e2385e8,61204485,2c670d78,41442900,19470860,a7030074,241023e1,19102262
ffffffff,ffffffff,40cf3903,a1983266,31476863,2423c400,61642d00,0823858a,d2442806,001322e8,0ea8f418,a0208500,21132262
ffffffff,ffffffff,10440910,90a83414,62302763,2a20841d,02642d8a,c40300e0,82dc5b02,980000f0,8703c06a,d2a814eb,29202462
ffffffff,ffffffff,00100313,2b981210,32644c00,06234568,c7004002,09cc9878,0388501c,789b1281,0188f078,04dc5ae2,31232462
ffffffff,ffffffff,19000161,06236418,713046e4,1a00c01c,80ccf983,3c032070,c4006105,70770ef1,20002006,10008060,39302662
ffffffff,ffffffff,10132283,8900c010,b0742f6d,2e134218,a088118e,383387e0,00cc9818,ba740f81,31200418,e1100280,41332662
ffffffff,ffffffff,f8100216,8b8b300a,11b817e3,0023c48c,12a81488,38330668,0000000b,21bb5680,82302672,83ec3d60,49442862
ffffffff,ffffffff,40ff1fe0,858b7004,a01022e3,0a000004,01104383,90330619,c800001b,392024e1,80885000,30887061,51472862
ffffffff,ffffffff,88440911,8e88b002,61a8156a,0c034069,63002005,30981288,c0cf1902,083326f3,9d88101a,a0300700,59542a62
ffffffff,ffffffff,018b1101,808bd00e,50642c63,1c038060,00646c81,2a300600,c4cc1803,70030181,809bb27a,52a81504,61572a62
ffffffff,ffffffff,29002171,0f881000,b3540a80,0a138208,00000007,04234490,89cc9804,11740e70,988810ec,d5544ae2,69642c62
ffffffff,ffffffff,402324e0,8803e004,73b876e4,0e03406c,20000100,28008100,548b3103,a01022f1,9c9b1200,c3dcba67,71672c62
ffffffff,ffffffff,28440863,858b100c,b2746f63,2a03c008,02200586,00230590,46548a07,18a81402,839b9200,72cc78e7,79742e62
ffffffff,ffffffff,28230461,8688b086,40b85663,1623448c,2a004100,5c000169,c144c802,58130281,0088700a,01744e00,01772e62
ffffffff,ffffffff,d8230410,0688d004,5044080e,1610c264,01234581,14578a60,41cc3904,50570b09,3c000082,60002170,09002062
ffffffff,ffffffff,58df1b12,3900c068,91540a82,4510c271,28002103,1c1082e2,50442803,98540af0,1133866e,01640d80,11032062
ffffffff,ffffffff,10570b61,00332602,51983300,4644a804,00230507,88138269,c4540a1f,009b1212,8210226a,30002061,19102262
ffffffff,ffffffff,12000097,1c202402,008b10e0,08008004,a4442802,9c338701,8088f100,50642cf0,02883066,71648d02,29202462
ffffffff,ffffffff,10104203,00138268,200000e0,020300f0,e0a89489,289b9298,48881015,28540a60,90004000,71742fe8,31232462
ffffffff,ffffffff,5a100261,0900001e,64200561,3c004000,70ec1c00,1c230408,c6470802,40230490,81981204,60742f84,39302662
ffffffff,ffffffff,28574b82,83032068,03648ce3,4e338668,01740e82,08138260,09ccd904,72440961,84883060,b0640c67,41332662
ffffffff,ffffffff,39230583,0f887000,d0006088,2247c96c,05002082,14030008,ce032001,18744e71,01889082,35b817e5,49442862
ffffffff,ffffffff,31332670,b203e000,90dc1a86,28204494,2300a18b,2c108218,01cfd810,291302f0,24002014,0330a601,51472862
ffffffff,ffffffff,30302700,0ab85610,70981282,0e230488,40206402,30238480,c9002113,80232490,00208410,e10061e1,59542a62
ffffffff,ffffffff,013007e0,84034014,20740f04,3603c010,85440800,05300670,0bcf3908,c0881012,02000009,22ec3dea,61572a62
ffffffff,ffffffff,78002110,0288900a,80200501,3030c614,4288b101,9800a0e9,82036100,10cc1972,19004004,00204400,69642c62
ffffffff,ffffffff,01770e74,09004010,408811ec,363007f8,c4444907,2c9b1302,89885100,59100201,01132280,e1000160,71672c62
ffffffff,ffffffff,f8002183,06032012,024409e5,0e30c608,a0cc9809,38238471,848b310e,58572b72,17002000,a0ec3c85,79742e62
ffffffff,ffffffff,49ff1e90,8600c014,80004089,0403c014,85a81483,00330679,4988911e,58570a80,0610e20c,a0a81401,01772e62
ffffffff,ffffffff,12472900,1588d060,408811e4,000080fc,6588b006,780000e8,83472811,10570a80,3100c01a,70a814e2,09002062
ffffffff,ffffffff,40104271,1e10a200,c0440901,1200017c,6164ad93,80770e19,c1887006,101003e0,06302668,92740fe6,11032062
ffffffff,ffffffff,10440870,0113c216,03cc1863,14104210,c4642d0c,0c881009,c1cc381d,001002e1,0a00c08c,649853e8,19102262
ffffffff,ffffffff,00100294,0800200c,65006085,16108205,01cc9900,010380f9,dacc3800,f9000190,02034010,00648de1,21132262
ffffffff,ffffffff,40000010,8c030068,1264ad69,1e10c294,a0002002,15002078,c0df5a09,a0ff3f60,c3004006,00000000,29202462
ffffffff,ffffffff,78440800,078b901a,001042e2,0613c204,64a8148a,a810a3e2,45cc1971,d0a81470,03cc7806,62000064,31232462
ffffffff,ffffffff,19770e00,8a00e006,73000081,0e00c014,21648d00,14ab147a,5544a902,28dc1a15,8d00601c,1a644c65,39302662
ffffffff,ffffffff,61132312,268b5016,60746e7a,0803c084,a0202489,c8108390,0554aa0b,982304e0,068bb012,d2134262,41332662
ffffffff,ffffffff,40642c95,8420c412,03640d63,3503010d,02a81595,14cf1870,4800a106,509b1382,8a00c000,a3dc5a00,49442862
ffffffff,ffffffff,804408e0,1e889086,90006061,0c30a67c,80004181,00108378,4b470900,02540a71,838b5014,31a87463,51472862
ffffffff,ffffffff,b0881100,8813c21c,a1981306,0a038004,63881182,14000079,8447687d,31004061,0b887012,b1302709,59542a62
ffffffff,ffffffff,c9b817e1,848b1008,71a835e1,2603406c,40646c80,26108363,05889161,d0302601,95036018,a0b83683,61572a62
ffffffff,ffffffff,18cf39f9,0188906c,40742f64,2420c4e8,02440881,2c20c478,0100a116,10dc1b80,0298b214,31a81467,69642c62
ffffffff,ffffffff,38130261,0300200e,304409e0,14208470,22004000,18238418,43002001,98100202,0e004018,903026e2,71672c62
ffffffff,ffffffff,0a330790,85006076,e0300600,3c1082e5,82204581,94130288,c244680c,219b1284,9703c01a,c19813e7,79742e62
ffffffff,ffffffff,78034061,9088b002,22ec1c00,0c338604,a588519d,01989211,c5cc580b,38202410,0398f286,55cc3880,01772e62
ffffffff,ffffffff,01770f90,81981208,21204480,06038074,c0a8b484,20002080,83ccb965,a0330601,04006004,6054ab01,09002062
ffffffff,ffffffff,11002010,89883000,50202567,0200c108,20cc188b,88200491,43887007,72a81561,06008010,70640d60,11032062
ffffffff,ffffffff,60102300,0f8b3096,93540b88,1a0040e0,41200406,408b1064,5a44681d,20744ff0,b000c00c,f1740e08,19102262
ffffffff,ffffffff,11640ce0,1403e008,90987204,06134298,82442982,59440870,44574a07,08200464,21b816e0,60fc3e66,21132262
ffffffff,ffffffff,90102261,1710821e,b7981364,0600c008,07885100,0c572a00,01448810,30030070,0820241e,01640ce1,29202462
ffffffff,ffffffff,90981382,0f10e202,30b8f7e5,3c00c080,e100e083,20038081,c3002000,00300664,9f030018,22002181,31232462
ffffffff,ffffffff,509812f0,8b03e002,42300761,0033861c,00ec3d89,18200478,83cc7816,69000000,899bf202,10204560,39302662
ffffffff,ffffffff,18540a01,9f8b7000,60444801,1a000009,82000183,0c130288,01887012,70672c91,838b3012,00100304,41332662
ffffffff,ffffffff,08130270,0a9bf202,a0640d02,0a1342e8,40885010,a0038180,c7002079,a0740e10,1788708c,a1000100,49442862
ffffffff,ffffffff,200301e0,07034006,53a81400,2203400c,e2440910,14a81410,02ccf90d,01a815e1,8510e2e6,70a83402,51472862
ffffffff,ffffffff,40200480,8600e006,70546bef,0a204400,82ec5d84,d4108310,0c004101,80002001,0388b07e,3b740e01,59542a62
ffffffff,ffffffff,11440960,0288d06e,62740e6c,380341e0,66885186,a8dc9a80,1703810f,08881190,84006116,84336760,61572a62
ffffffff,ffffffff,51102262,19004002,99644c03,36330610,6264cc83,11ab1400,0810e305,79030171,02889062,11889188,69642c62
ffffffff,ffffffff,31542be2,0713220e,509b3284,1630c610,a2644c01,0a102390,41030007,18772e91,8b004000,f4102200,71672c62
ffffffff,ffffffff,40302660,1500e068,72540a63,0e10c26c,c0a85484,3d034180,87442905,9b130360,0f8b7010,92fc9f04,79742e62
ffffffff,ffffffff,21440881,8010a268,12744f86,0603c010,85cc1815,1433a790,0288f104,d09b72e0,1203e018,819852e2,01772e62
ffffffff,ffffffff,a1202473,9f881100,60104262,1a00c068,4588b088,bc1082f8,46004100,2adc1a72,02104202,44883066,09002062
ffffffff,ffffffff,20a83471,059bf212,20640c02,26134204,c244a903,70bb9700,4144c801,a0234580,17004004,12448803,11032062
ffffffff,ffffffff,00200495,0900a08c,92200506,2e20c50c,e7cc5891,50740e71,46442817,c1a81400,8110e270,10104305,19102262
ffffffff,ffffffff,28000090,10032016,049852e9,1a23c41c,e0ecfc04,00540af0,0144c806,8bcc3966,0a883006,25100280,21132262
ffffffff,ffffffff,0a230412,83100204,a10080e1,1413427c,41ec1d89,1c000082,02002002,0a8b70e0,1803400c,5220a46a,29202462
ffffffff,ffffffff,70034060,0388701c,63a83405,18108214,91442803,101383e8,4a004004,08034013,0a130206,d5544ae1,31232462
ffffffff,ffffffff,08740e80,01006016,41646d84,1413028c,6b983381,4010028b,0b474801,f90300f0,8c034062,40dcbbe1,39302662
ffffffff,ffffffff,19030100,91002064,d0442980,001082f0,c1676c00,08440880,00036092,60ff3f93,078b9016,35440803,41332662
ffffffff,ffffffff,61132292,0b983262,a0dc1be5,0e000094,65cc3904,60030061,4100000f,10640c11,1e00e0e8,0430a780,49442862
ffffffff,ffffffff,70642c80,98036070,10a814e4,1803c005,e564ac0b,24640d6b,d0442901,22100381,3a13c2ec,84008181,51472862
ffffffff,ffffffff,21740f60,a39b1200,50100281,0e130269,4aecbc82,90208468,c6dc1b05,00204502,34334612,11889106,59542a62
ffffffff,ffffffff,222025f1,88a8750c,40540a80,4e03c01c,c8474891,04981280,83ccd910,51000070,8f308660,50102283,61572a62
ffffffff,ffffffff,28204501,058b1018,71440980,0647c880,02cf1887,14008008,8288710a,00542b90,818bf004,00540a81,69642c62
ffffffff,ffffffff,482305e1,8500a00c,a3742e66,0000c018,01004080,3c108209,59885000,090001e4,80883004,f0000061,71672c62
ffffffff,ffffffff,29470890,8288b004,82a87584,5c00000c,44002087,04338618,58572a15,290321f0,9c881006,00fc1e8b,79742e62
ffffffff,ffffffff,12232480,0d88500e,c1885001,1e578b81,03448905,a0008070,95570a18,582324f5,919b9200,20000002,01772e62
ffffffff,ffffffff,10104260,8403a0f8,13cc3982,0c13c299,e0006180,60a81570,0198b27e,20570ae0,06983266,102004e9,09002062
ffffffff,ffffffff,43100272,0788900c,1510626f,00038061,26ec1c81,19640c68,52002004,10200404,0300c014,621003e1,11032062
ffffffff,ffffffff,18446870,8c00e014,8010a300,06000000,0220c40a,2c132310,83544b05,39100391,0c00600e,24644de1,19102262
ffffffff,ffffffff,20130370,818b90e8,d28810e2,0200c000,02004080,2c238409,45887015,41332601,01038012,b02084e6,21132262
ffffffff,ffffffff,48200490,b7883066,02dc5a80,00004080,22004082,20238401,8244a81c,414428f0,08002012,11b81761,29202462
ffffffff,ffffffff,8a470860,1db8f610,320041e1,3000001c,8d204405,18200488,96885108,70442801,07030084,22102380,31232462
ffffffff,ffffffff,108b5061,0413a208,00304680,26300605,418bb102,30130270,8498d301,10740e64,1100e004,42204561,39302662
ffffffff,ffffffff,01100210,8b008008,90000169,1220c51c,80442905,34300779,42889001,20100300,0110221a,90444882,41332662
ffffffff,ffffffff,300020f3,848b700e,409813e0,1c10426c,02881191,29308698,81444812,40200461,10002014,e4981201,49442862
ffffffff,ffffffff,88300680,0188906c,70440800,0013827c,e0004181,68232400,0c88300f,08440984,12100286,14ec9d04,51472862
ffffffff,ffffffff,788b11f0,92002064,11740f68,1c000060,83ec1d05,69670c10,8a03810a,e10300f0,03104278,52108260,59542a62
ffffffff,ffffffff,20770f61,23985284,63102364,12138210,c3887002,20672c89,0d8b5104,18ec3c16,8d006080,01544a60,61572a62
ffffffff,ffffffff,3a2004e2,0620641e,b1646c86,0010437c,21cc7881,51200462,c903a103,48130260,9b8bb01c,c00021e5,69642c62
ffffffff,ffffffff,70334700,8800c072,12b83700,1c000084,20202405,10542af8,52cf3902,60470860,889b721c,00cc1881,71672c62
ffffffff,ffffffff,b1740f10,978b1018,d0104381,2013828c,45200500,64100201,82544b01,30640d80,038b101e,45000061,79742e62
ffffffff,ffffffff,59b83710,0e98f21e,30dc1ae2,0a200464,0944a800,30648d62,5288511c,203007f0,05006060,c044a865,01772e62
ffffffff,ffffffff,30572a00,8203c006,51300662,0e034015,07032107,04300700,c2544b05,28200570,0800a00c,02cc1881,09002062
ffffffff,ffffffff,50300682,23885012,71542b03,0803c078,2100e000,10008109,cfcc5903,902304e0,07030016,600041e3,11032062
ffffffff,ffffffff,48540a11,05206474,90742e80,3603001c,a4202503,20100299,45cff80f,00981311,3000e016,52640d08,19102262
ffffffff,ffffffff,50470892,0900a002,519812e2,4230c60c,c1a89401,20200400,cb44a974,30000000,1f300616,30544a61,21132262
ffffffff,ffffffff,00540a83,40032064,c3542b64,00444880,62cc3889,10200410,17cf7800,10300783,1513e262,22300664,29202462
ffffffff,ffffffff,12000183,0444080e,21cc7984,30000084,c2644d81,b8100312,c310e31f,60100277,8210a206,e42044e6,31232462
ffffffff,ffffffff,b0104210,85008000,e1202562,0e300674,60cc5802,c8bb1798,85cc7803,59640de2,06885012,01ec9c00,39302662
ffffffff,ffffffff,09b81610,9688b000,51ec3c00,2403c004,82640c8f,34cf1990,ca88b102,18572a00,0400c060,300020e1,41332662
ffffffff,ffffffff,180320f1,1c98d280,10542a00,022084f8,c0885000,60308609,8fcf580a,30130375,8e008064,20300602,49442862
ffffffff,ffffffff,c8130303,1a138200,c11002e2,1600401d,6ecc1805,0c640c08,008bf115,00300762,078bd1fe,40200401,51472862
ffffffff,ffffffff,00cf18f0,c2134268,53cc3863,4610c2e4,0067cc80,25038080,04000000,0a000070,1800e00a,51440804,59542a62
ffffffff,ffffffff,50000015,b8cc580e,01546b04,0844c8ec,e3000180,0420a401,43008101,180340e2,96130262,04542a00,61572a62
ffffffff,ffffffff,50540b01,82bb1600,27002001,0c03000d,21ec7d01,00008090,0e44680e,691302e2,a398d202,f0008083,69642c62
ffffffff,ffffffff,0a540a74,12885000,0020e462,06038098,8320248a,10000100,0003c104,d8672d94,06a8741c,00fc1f6a,71672c62
ffffffff,ffffffff,73034062,22104202,81000004,0000c0f1,a7887081,4c100210,03000010,50df1a00,0300c06e,52000089,79742e62
ffffffff,ffffffff,11746ef2,85204418,c1883081,24000010,26a8f402,1d478861,c9006002,3a540b12,0700606c,46544a80,01772e62
ffffffff,ffffffff,c01022e3,9888b014,b0cc39ef,22208574,e020c507,2413a214,42cf3807,59334671,1b00e094,9344c903,09002062
ffffffff,ffffffff,58cc1893,a39b12fa,30b81665,38204464,62ec1d07,d8208460,c144491c,90572a73,04136200,14987208,11032062
ffffffff,ffffffff,98570a01,99a8741e,71300787,06330600,24644c80,41df1a08,0acc3900,029812e6,0600800c,2110838b,19102262
ffffffff,ffffffff,509b1274,919b3202,32742f84,3600c06c,0520850c,28442898,5c034060,98004061,9b00c008,62202402,21132262
ffffffff,ffffffff,29540b84,80983214,22304607,0630c668,2100a101,00230560,c6578b0b,199b1293,9c9b721a,d1644d60,29202462
ffffffff,ffffffff,88232402,85881172,51204581,1a00c0f8,63202505,5d000070,e5ccd806,501323f1,099b9260,00dc3ae4,31232462
ffffffff,ffffffff,a28b11e4,8788b092,53542a81,d0134310,82646d00,2457aa18,04ecbd69,a8540a91,0403207e,310001e2,39302662
ffffffff,ffffffff,10a85402,9188f010,01546be2,2adc1ae0,61885081,0c208570,42008004,d8ab1470,0d008064,97302607,41332662
ffffffff,ffffffff,68100380,8698320a,70002106,0e234410,c3642c85,2003810a,0244481a,08df1a92,9203a062,e198f360,49442862
ffffffff,ffffffff,48670c60,8988d00e,62740e02,2003c094,01cc7818,14200478,c300400c,50030003,ca985292,f0ec3c82,51472862
ffffffff,ffffffff,10470862,108b3006,f1644de1,34200470,a2002001,14108280,06cc780f,69540a12,92cf5864,21fc1f65,59542a62
ffffffff,ffffffff,98100281,01100204,21fc3f01,54308680,e3a85505,5c108380,4400c10d,60672c91,01985208,40202484,61572a62
ffffffff,ffffffff,089b1272,8900201a,01202464,7c548a08,45ec7c04,14578a69,c2448803,48640d00,0700201e,804408e1,69642c62
ffffffff,ffffffff,08030060,9c8b3006,01002060,02778ef8,c344a800,4c108201,c6cc5960,23470805,1500e010,42881161,71672c62
ffffffff,ffffffff,28030161,8e9b9218,01002101,040040fc,41cc7881,24478908,84ccd902,512065f0,1510a264,01444902,79742e62
ffffffff,ffffffff,d22305e1,118bd012,65002002,36008008,01442903,24208561,0088901e,01542b11,0110a200,30002182,01772e62
ffffffff,ffffffff,40dc5b90,04102284,6364ac01,0030c60d,a2002186,99208560,15000107,2a0020e1,0000200c,30300765,09002062
ffffffff,ffffffff,08440800,10008012,92646d60,00000008,62a85401,209b3308,0110a30d,4a234500,01000002,523006e2,11032062
ffffffff,ffffffff,580301e0,14100208,00985261,02000108,21644d87,44200568,00002002,494749f6,21002090,41544a01,19102262
ffffffff,ffffffff,50570a90,02108200,400001e2,50004090,61202506,15448998,05000002,00472860,85202418,70442904,21132262
ffffffff,ffffffff,a1540b82,22004086,f144096b,0c540a60,60642c00,0010a2f0,4500a013,70000081,8b88b00e,11740e85,29202462
ffffffff,ffffffff,61a83400,08204416,40fc3e0d,10038010,07640d03,20000160,4344a80f,69740e10,8f8b706c,d0102209,31232462
ffffffff,ffffffff,50642ce1,85030004,d0440963,1a100264,c200e181,0420047b,0f446907,18672c90,808bf00c,60dc1be9,39302662
ffffffff,ffffffff,20540b94,8688b012,80dc1ae0,04134214,24cc5904,4c008188,0703e108,12130201,35881068,d4640de0,41332662
ffffffff,ffffffff,42200510,a388d012,428810e0,1a008010,a4208512,084788f0,c000e008,70104290,9730a612,10dc9b83,49442862
ffffffff,ffffffff,10444880,00a87464,e0444900,1e134270,63a89489,5c030090,51cc1904,b0740ee0,0898f200,02100360,51472862
ffffffff,ffffffff,291002e0,02000062,90ec1de1,1413c20c,e0646c02,10578a08,c1542b14,10b81710,85030010,64004160,59542a62
ffffffff,ffffffff,112324f1,02004016,31981206,28108280,a0ec1c04,48100299,c1cc3807,58100295,0188b070,80648d80,61572a62
ffffffff,ffffffff,19102312,8c004000,10302600,3c2304f4,40a81583,54470811,40cc380e,c8570ae3,1d002060,00881001,69642c62
ffffffff,ffffffff,90132293,888b9070,701002e0,1a338684,c0440801,08548b01,4544080e,c0cf1810,8713a212,e0000183,71672c62
ffffffff,ffffffff,10981370,838b107e,30740e05,001342ed,26cc1889,04030109,0244a912,40cc1860,8888f016,d1ec1c00,79742e62
ffffffff,ffffffff,31100260,0f887000,10300666,46000094,2f20c481,04008009,0800401f,68440890,0b8b1010,40dc3b60,01772e62
ffffffff,ffffffff,003027f0,0603e012,311002e0,3a44c880,8023e503,2400811a,85030100,60670d00,a703607e,91440882,09002062
ffffffff,ffffffff,59000110,1d00c068,5130276a,0a334610,f1881100,e4208400,0088b007,09640c70,80a8f46e,e298326c,11032062
