TX_DATA_0,TX_DATA_1,TX_DATA_2,TX_DATA_3,TX_DATA_4,TX_DATA_5,TX_DATA_6,TX_DATA_7,TX_DATA_8,TX_DATA_9,TX_DATA_10,TX_DATA_11,TX_DATA_12
4400ffff,ffffffff,1c205173,6419040a,9851e443,8f401e28,11604102,02206928,30828103,0a4c4af0,c3431112,14601001,409e4122
4c00ffff,ffffffff,1c441830,01869206,18ca71c2,18960e20,6892c441,80172470,0243880d,0424286b,c2cd0d04,04007224,4a884922
5400ffff,ffffffff,161c0101,87839a2e,28104080,0483de04,39b5200b,990a1828,e326c000,0ec401e1,87408248,046a2063,41815122
5c00ffff,ffffffff,0a7c18c0,41491818,5c705060,86ac381c,21b54685,9d3e5071,c040d088,4244a850,a0118168,18c0b0a1,01b35922
6400ffff,ffffffff,02443012,66471820,b0385741,02b00808,18104102,a14461f2,3020805e,2a388432,638c872e,0c734160,40166122
6c00ffff,ffffffff,020149f2,b0440b04,1ca05262,4880260c,1211e7d0,8a484c48,b1414a88,1e601811,21c18308,341931a0,05846922
7400ffff,ffffffff,040c1040,00842978,14410103,c30a0828,221046c2,1a105409,31a24400,1855f980,46879614,08705181,05087122
7c00ffff,ffffffff,0c00c052,e2482b14,1c0a40c3,c2802030,394c0b02,2a2ea868,41438103,185090d2,82078718,090015f1,ca917922
0400ffff,ffffffff,30507802,24870f24,949810e1,0112581c,d95061ce,81145498,f1c0800b,124d90a1,83800502,00188026,c0900122
0c00ffff,ffffffff,44006151,20cfa00c,24200120,02833044,59330140,925e8408,70858906,08084850,01c00f02,401820c2,0d810922
1400ffff,ffffffff,4e003191,86458004,74010141,8e0f0469,08e0e048,05165c98,03818719,171868b5,628b0002,101970c4,c7031122
1c00ffff,ffffffff,1c107b90,28c40946,30487002,c0001600,9833c482,86201828,50601923,b8506890,010c8630,30fad025,86141922
2400ffff,ffffffff,0a0c59a4,c3cb8c32,0530b06a,c3aa0434,2851a584,02541820,c0c34780,1a243000,28449112,68ebe300,048a2122
2c00ffff,ffffffff,16102810,a1200132,30504162,8d061810,4830844e,8d045510,11264285,04bc12a5,8c918d5a,34110080,84a12922
3400ffff,ffffffff,0a34a0e0,008f022c,ac106069,8584b25c,09102b8a,800a2050,32410c84,42a419c2,43012112,b098000c,4a053122
3c00ffff,ffffffff,0e0c20b1,42904a30,0c98a888,42230a00,49a463c0,03385049,50870201,003c20a1,2343840a,2c007020,81b13922
4400ffff,ffffffff,06383152,2986020a,38812040,86841c08,2840620d,8702244c,b0001086,0628d9d1,60001e0e,2c405202,05084122
4c00ffff,ffffffff,069c1190,03c20f20,5c5041e3,40830424,21614180,15086401,82820b87,021423d4,88cd004e,e0e81261,41084922
5400ffff,ffffffff,2aa038f2,a8c40608,053a5026,49082014,3070a000,0b640008,72e0c580,020808d1,40c7810a,24a8b047,83005122
5c00ffff,ffffffff,004419f5,61478162,28f01062,0a876e68,08602503,0f106080,c125080c,40140130,63080f00,440074ce,828c5922
6400ffff,ffffffff,40182830,e0418502,5d611042,819a3028,3830a682,81121421,00000100,121c1080,62062f39,01b90226,01056122
6c00ffff,ffffffff,1c381261,03053930,90584100,88871000,d081e283,2e0414b8,5165c20e,0e0c0023,20cc040e,20b067a1,c5836922
7400ffff,ffffffff,506c29d1,67cc032c,00d832c8,85a01c64,000020c1,060e1448,d0280481,04210210,6788114a,341a0000,818e7122
7c00ffff,ffffffff,2a307271,a487040e,4420b000,ca8c000c,f811200c,82051040,90494387,14142840,c003980a,04981141,47337922
0400ffff,ffffffff,1a050874,c2899432,1439200a,862f5024,e9324340,900278e0,822f028d,2a140ab2,a1049540,5439f043,05070122
0c00ffff,ffffffff,2a1df000,61831212,a8b87108,05021068,98018747,84040800,53a602ba,300c5c54,01048a04,5c38a060,03000922
1400ffff,ffffffff,08080931,0840832e,28614040,c583284c,885460c3,94162828,e12e8691,181cf050,c14eb408,200845e4,420d1122
1c00ffff,ffffffff,01543260,40438312,11293240,06826034,6030494d,26021422,e0410888,54508072,60409614,00103069,c2011922
2400ffff,ffffffff,042c10a1,e4c28414,14224000,090206ac,1920e819,0a222840,c0a0818b,12147000,21c6071e,2c10c02c,00062122
2c00ffff,ffffffff,1c041800,01428a10,88500161,c3083024,4b516101,000c5c81,92610a83,5a740823,c0000006,c44850e9,8f062922
3400ffff,ffffffff,10405300,a0009736,01482282,05850e39,101065c3,822c0458,32654d01,5e1010d0,25531622,20088341,06243122
3c00ffff,ffffffff,20e04090,e2438228,0061d820,c4901260,e8806449,4b18081a,f2224085,280cd060,2204913c,1848e083,85873922
4400ffff,ffffffff,0c5c3901,a006910e,3030e200,462e021c,6b21c2c5,83281479,50888006,1ae8f010,26448708,283022c5,4d8e4122
4c00ffff,ffffffff,001c5801,200a061e,344131e1,0488023c,a8f36540,0c081830,e301c289,1c104950,43c48102,31608161,408d4922
5400ffff,ffffffff,4619c1b0,95058940,ac01c0e0,c10606b5,308344c4,a91a08b0,1060c289,000c4870,40499b08,5cf9c021,033b5122
5c00ffff,ffffffff,2228c000,01028202,04a071e4,46181e21,701122c8,91320804,820532a3,08400127,a3059312,60488280,44885922
6400ffff,ffffffff,10587813,e5402218,042050c2,050c1444,50114044,81147000,e26098be,384c0922,e2009404,3868a5e0,83a66122
6c00ffff,ffffffff,08681980,c8188304,48002262,83ac164c,a030c042,84063898,01054583,54f81111,c4c0aa4a,60b8400a,4f196922
7400ffff,ffffffff,24c8b0c1,22cca018,2c7881a5,018b0004,90902002,c5060058,e0040017,28208080,60839316,0c352183,c1817122
7c00ffff,ffffffff,106060a1,81198332,50786100,478e1808,00a2a14e,890e2838,01ebc80b,00156804,2609190c,849021e0,ca087922
0400ffff,ffffffff,16083811,41440000,4ab8005f,da800410,59a00882,0b285458,730540a8,1634d0a0,6151bd22,0140a281,84900122
0c00ffff,ffffffff,200ce1b2,2a060c22,54282b24,02842874,00d1c00b,253e103a,1008403e,2e0ca8b0,87c00704,008b1286,c2030922
1400ffff,ffffffff,0e840811,e380000a,c870a081,45860218,a0710102,01007820,20228daa,00082800,e0410710,0ce80401,8a081122
1c00ffff,ffffffff,020c0110,a1038320,4c68b141,48802278,58804280,1d100879,b940cb9b,08756073,2484871a,189280e0,04021922
2400ffff,ffffffff,fe046010,40c88808,34f83233,472a021c,01f2e607,86024002,10c5c5c6,37648001,00818604,41786328,81042122
2c00ffff,ffffffff,1e1570c8,60081f0a,29d07000,c4091a20,50400118,100e4c49,5081c380,442029a0,e20d0426,08110182,c0842922
3400ffff,ffffffff,0a802843,60c28a06,ac081182,81840030,10c12545,86202880,72414589,10040190,450aa018,28f9a007,c5803122
3c00ffff,ffffffff,08080091,6b83811e,2a4f1300,0119021c,09276344,020cd4b0,3240149f,14005000,a7db0206,1c183207,64913922
4400ffff,ffffffff,00e4a813,c0019632,052860c6,c4930e10,10f02992,84402409,4140d614,048c4820,46d52004,341830a2,96004122
4c00ffff,ffffffff,521c2053,a1040122,4ce9710e,c8091a0c,003524c1,0a145830,a2e08a92,0c108a20,80820948,246063a2,c9154922
5400ffff,ffffffff,100d7bf1,26c7875c,1c287000,4d1e1600,60c1e009,05080000,a420880a,0c2489d0,a4860042,0cb10129,c21a5122
5c00ffff,ffffffff,2e144882,43019738,44608624,12810220,8067e102,af042450,5003c691,46542841,a2400420,1c00c2a4,c7805922
6400ffff,ffffffff,38f03143,848f1928,2c504405,17230200,4880e041,07072441,70449419,08282170,e10c0f28,1c0021c1,84896122
6c00ffff,ffffffff,38001870,6996da38,29083347,41833e04,3962235f,30420090,a220c081,121838a4,a340130a,34007028,44126922
7400ffff,ffffffff,122c3872,22018312,7c3004c2,46825640,5010a0c7,a80a2438,12e4c180,4a440910,01128302,7c8052a5,00907122
7c00ffff,ffffffff,06040820,e2070d04,017950e1,d4882604,60c126c6,154e1c80,6281a303,0a18a8aa,35018618,784882ea,ca837922
0400ffff,ffffffff,005008e0,e0c08b0e,107300c1,42020662,69638004,8e0a3868,10254e28,263c8002,a0040d00,24003420,499e0122
0c00ffff,ffffffff,04087803,60470322,1c5a34a1,46831010,78c0c040,13082038,d22180a9,04ec0172,08450140,4c103085,429b0922
1400ffff,ffffffff,28146091,44810202,8840a081,8287084c,38500444,17084628,4041078f,0c187110,0113832a,0c189221,08931122
1c00ffff,ffffffff,266ca830,43c98004,4820c284,838c1440,39d022c0,01167533,004385bc,22041b41,40801804,107ab000,40961922
2400ffff,ffffffff,4a580043,02868108,34003108,4d9e1a18,21952305,11127c88,51a48205,042d2062,6403024a,4060f045,c9022122
2c00ffff,ffffffff,0a20b202,40cc8d36,4461a001,04060044,181100c0,87165c48,40804b12,14103820,60c01050,1041a4e5,010a2922
3400ffff,ffffffff,2e1c4850,c0881612,a0700030,1193163c,b850c383,18064d60,f201c009,04003933,6351870e,0040d382,0f943122
3c00ffff,ffffffff,0404b891,c4458532,10503028,42916a50,40012081,0d022460,90821683,09988072,42028006,04490062,c6093922
4400ffff,ffffffff,12101080,80894e0f,1ca0e1e7,4182142c,18744240,8d003060,53048e8a,00304833,a046832e,3481f1e1,4d834122
4c00ffff,ffffffff,3c281021,c001890c,3408f06c,861d0e0c,680025c0,0a228008,f0e0cb86,a0400830,0d4c0d0a,08805564,46004922
5400ffff,ffffffff,1414c846,46888016,19a8016e,c1843214,08e00486,884618c8,c4238683,0c28e820,c0420610,c122c0c2,000a5122
5c00ffff,ffffffff,022808a1,66294510,10c84082,4b833a54,482188c2,03066c80,0003c9a3,14143900,00c3015e,140850c1,80845922
6400ffff,ffffffff,441c00e1,21069b18,18191040,05010408,d221c0c1,8f1e4520,05210997,0c041005,02820204,10d9b443,410b6122
6c00ffff,ffffffff,02480861,0341001a,547b40e0,868e1000,5194c140,000e1830,82a40009,162c4013,23068402,1e2890e0,4e886922
7400ffff,ffffffff,4a5c0841,01008610,20d80343,09841e24,2124c04f,810c4420,3044e499,0c415874,12c5875a,10b831eb,e4817122
7c00ffff,ffffffff,8c00b060,c1cb0310,385102a1,13931840,5a30000d,027c7009,52204338,0c50e270,c0c70318,70607004,d8897922
0400ffff,ffffffff,12496881,228a1454,0c613023,df8126a4,0850e251,11045d00,90250c01,4a6c5820,03d20732,30e0d100,c1910122
0c00ffff,ffffffff,28f8e0f0,20c0a510,00014044,5e98222c,00614981,a77c5808,30638404,00000884,c08e8604,0c1a0503,00120922
1400ffff,ffffffff,04041020,43c8801e,55f891b1,88070338,80418042,98163018,612012a2,08050074,21008329,78b98040,09c01122
1c00ffff,ffffffff,3a00f853,00882012,38484060,c3871845,6930e143,0216302a,40014084,28603070,83470e24,e0508002,ca0b1922
2400ffff,ffffffff,000001f2,20c10300,19587380,038d0cf8,38822180,00042cb0,a161418b,200c38b8,01400f04,9cb01200,cc022122
2c00ffff,ffffffff,1a743022,42c9810e,8410b066,c79f1614,213243c5,190a0839,b0204c07,06203013,e0408418,64e0016f,06072922
3400ffff,ffffffff,023893d0,c4429220,18599061,830b2268,1b60a3d9,17081889,11608c04,52fc2a80,8bc1140a,005139c2,858e3122
3c00ffff,ffffffff,08dc3814,e245810c,0c394300,11813290,31b1c380,ad021482,e083840b,1a00c230,6142ad0c,19483083,04033922
4400ffff,ffffffff,0c048892,02829510,242933e0,c1080224,42502740,03040410,51400793,100cf8c2,03499d14,5c68d101,48014122
4c00ffff,ffffffff,121400b0,028d986a,08111088,08280030,11d081c9,8f0a1058,01488884,16001890,20460408,6410f004,c0814922
5400ffff,ffffffff,0a30e8f5,e005ac18,f8518042,41810024,29050045,820ab408,a0c20c29,4a4c0020,03011b46,40588101,81835122
5c00ffff,ffffffff,32283110,02838210,09d89001,c0840cc8,32842687,1812944a,220a8d26,6c1c3193,20468024,11296005,84115922
6400ffff,ffffffff,0c047810,e1c6a62c,9d006303,40a30420,18910248,0d2a0820,42600480,5a7888a0,22008118,18590080,c9086122
6c00ffff,ffffffff,06081940,29c0b338,1008f120,45050c04,20c1e107,0202a440,d1240205,380498e0,049c9c22,081899a4,46036922
7400ffff,ffffffff,4a60e040,00889000,1848a206,409f2009,2030cbc4,8f0c2c08,86208283,249ca0e5,6289833a,38a11580,0f087122
7c00ffff,ffffffff,5c955970,8741a616,04180281,00811a00,0200a353,93165849,f4604503,0208d800,80829006,08010063,80827922
0400ffff,ffffffff,1a3c8820,a5428210,282031a8,078c1438,98614247,1a4c8428,03478000,2e502020,92890510,00313002,861a0122
0c00ffff,ffffffff,00105040,42860d40,24ba92a4,04130010,3850a049,04024528,07230400,22501910,a180c90e,387971c6,03190922
1400ffff,ffffffff,0c4d4262,00888722,84089001,899c1804,c8200882,03721410,f760c3a1,22541841,82d2a304,1438f002,08271122
1c00ffff,ffffffff,08480071,20c68808,a8216602,80b91480,50e0a068,88180078,8121410a,5614b864,a1c88608,6410a206,9b061922
2400ffff,ffffffff,143120f2,8c511d20,0cc802c0,91851032,22f066cc,113a1da8,01014480,12201b75,c2001106,1c81f1c3,840d2122
2c00ffff,ffffffff,0c30e030,6c880014,1c3090a2,c482280c,30306603,00060028,81a64580,2e2c2800,61178020,9c39b061,c9012922
3400ffff,ffffffff,0e1c3120,40418b24,18706042,08092001,90a289c0,09241c50,b0638106,06045052,a0800402,081822e0,83203122
3c00ffff,ffffffff,16004830,2044923a,9080b3e2,48860030,b9300482,1510041a,60410d80,1c6993d0,61848304,20d05102,86233922
4400ffff,ffffffff,040ce0d4,6041881e,2cba5183,88870e70,2ae0000c,1d0c0478,31814509,24dc50f0,01c50114,4c3871a2,050f4122
4c00ffff,ffffffff,3e28a800,2dea000e,042841c1,c7010c58,013026c4,0b021ce0,e1c05180,162d0860,84898510,3068c261,82164922
5400ffff,ffffffff,28287830,c3861220,1010a0a4,c0031a00,49500306,0b0610ea,b262437f,063c9150,04058048,5801f004,c28c5122
5c00ffff,ffffffff,080801a0,40410304,0871f2e0,46071818,00e0c042,010eb812,01664c26,34ac5b20,c282010c,042bc084,09845922
6400ffff,ffffffff,2e2401d7,2045854e,4cc8b063,c5850020,18a40081,16205800,3340cb97,06341160,64c38928,10584123,00886122
6c00ffff,ffffffff,0624a851,e34e895c,145829a0,4b12400c,60c16405,15043041,612b4800,46549018,a2c0001a,089091c0,01026922
7400ffff,ffffffff,22487851,a2538076,0051b78b,c1910405,294160c6,0e1a1090,11248181,2e407014,4e4c013e,1408020a,c3857122
7c00ffff,ffffffff,003818f1,260ea716,2018e1c0,028d0258,b8466045,92041c01,60a10002,0a6c0881,41d81c12,2030c041,94167922
0400ffff,ffffffff,12c4c076,8248a518,04094122,908c074c,78336002,071a98e1,4006cc20,12740220,20c48962,4c289101,c1870122
0c00ffff,ffffffff,06043810,25040e20,149853a1,8c120600,1ae0aa43,0a0008b1,a4804504,1ce02850,49418726,34001420,88040922
1400ffff,ffffffff,00183821,24c39800,0c18f100,0401020c,4022c1c2,8c566431,1001c311,2808b0a5,65038b2a,201823a6,89941122
1c00ffff,ffffffff,0e200041,01889b22,1c201260,868d7014,30108142,21267818,b4064507,56701931,a1448806,1080914d,88161922
2400ffff,ffffffff,222cc166,030c980c,0c010426,a6185610,4031c200,852074f0,40c2c703,04101a93,e4430c3a,008063e1,d3842122
6c00ffff,ffffffff,be146860,01412304,28222181,02874404,7880c045,0204cc10,8200828a,32085040,41098016,08a19040,c38d6922
7400ffff,ffffffff,1e086871,a3918200,2490c325,8a9f0868,8030c084,02002009,20804b25,0a1400d1,e5cb8022,40d0d047,48127122
7c00ffff,ffffffff,02340300,40800d0a,10ea38a2,c506620c,11340ac2,23062808,1064c111,02047902,43808724,45c17441,c4037922
0400ffff,ffffffff,02891480,da480048,00bf4100,c3051a00,0030c098,96021c19,18a04d99,0200c192,8744ac18,58a09144,c09b0122
0c00ffff,ffffffff,2a0c8190,00060f28,20006185,81001c10,18214009,1a3e7c48,d682c209,00385885,a407a912,9c18d0c0,488b0922
1400ffff,ffffffff,1cac31a4,634a032a,2c9bc0c2,58830014,b8a0c0c2,011800e8,40238f9e,08182060,94c01716,041061a1,d10a1122
1c00ffff,ffffffff,2418b021,a4008b12,14296002,c1860408,bb02638c,981c0ce0,75410507,16446034,4281b006,183040a1,40031922
2400ffff,ffffffff,2e090870,234e240c,1867f020,c9aa246d,2c906540,04065072,11418180,06044862,00861b10,052a2400,c19d2122
2c00ffff,ffffffff,1e3e03f1,4140c766,3cf041e1,88051034,2062849b,83065410,51c14706,0e04b120,a140821c,20107781,86122922
3400ffff,ffffffff,3a705933,c2461c00,0c6090e2,0909240d,71026000,983260c1,8061c207,0a0c0820,6242831e,2530f2e7,80803122
3c00ffff,ffffffff,4254a8a2,e1c0080a,4ceac0a1,03182a00,7040a14d,8e18e018,26b51922,1c1440a0,02058852,492211e0,901d3922
4400ffff,ffffffff,96245003,e187010a,6dd0d027,42061810,51c0a4c0,15046c00,78c240a6,100418c0,c6c48310,0c287062,48934122
4c00ffff,ffffffff,02183880,61c08330,1918c0a1,c3090028,6a704416,3404200a,61e2c68d,0cc16580,c1cf0d12,4c022064,168e4922
5400ffff,ffffffff,06307050,1b470236,5c100182,02050a50,8296a100,94141029,51424b02,3a0d1153,02558718,6898e320,4b005122
5c00ffff,ffffffff,427c4013,23c30b04,0c80b0c0,8e034e14,404143c0,010c1431,80e0c0ad,063098c0,00098512,e4d88143,44835922
6400ffff,ffffffff,080418d2,c100920c,081d20a5,03002604,02134241,88162938,3405878c,3029b100,47c30b00,2c4050a4,07076122
6c00ffff,ffffffff,866001e1,4040b408,60d080a2,dc07326c,30708601,143e7110,7323418e,681418b0,24c7ba36,ac307224,48b86922
7400ffff,ffffffff,0a389001,204a8928,00511384,e1022844,20504186,02003141,90840909,2a2020a0,600c8e1a,1421c1e0,97847122
7c00ffff,ffffffff,3a401043,21828824,0150e500,00010414,48c026dd,81283110,40404100,02a8b096,c3c7032c,0cc94023,031b7922
0400ffff,ffffffff,16046880,c2409008,24501147,878f19b0,a2aa05c0,23103812,91a38089,2008b000,42c80530,0069e0e2,00210122
0c00ffff,ffffffff,183478a0,64c2272e,380a3162,c7110620,1a7260c3,151c3868,83a5c088,247c2095,62130d00,1c0072e0,01210922
1400ffff,ffffffff,24890863,e1dd0f4c,4c1023ca,86833230,39e30384,11245919,02410100,06445000,40020628,44b89103,cb0d1122
1c00ffff,ffffffff,1c249090,c5028e26,0c302122,80940e04,c02025c6,8d121492,c4e40002,104c1802,e08f0262,1458b12d,00091922
2400ffff,ffffffff,04487851,e29d180a,88882162,05860c54,08126640,8b1cbc20,0222883b,080c1982,83861520,081020e6,850c2122
2c00ffff,ffffffff,40486080,e0c00320,0410414a,87061845,28a1020f,090c3068,70274088,007d0920,63448402,8c2c1061,018e2922
3400ffff,ffffffff,1e003130,a0d11d18,34221062,199b2228,7000e083,1c140c28,60eb422c,2c326130,ea858d36,ccb820e0,0d943122
3c00ffff,ffffffff,023c7250,418d342a,2850910b,c19b0014,41b14183,125a1849,a123830e,0e147935,8c010b02,0911a505,82013922
4400ffff,ffffffff,62451090,a4890424,10191200,00103600,1070e049,940428d0,0025c69c,8e0cb160,83d89006,04100083,860d4122
4c00ffff,ffffffff,06440100,88019306,10283200,80040e04,a837008e,0d104418,a1e08309,26700902,c103361a,cc181025,819b4922
5400ffff,ffffffff,444ce850,80c1981c,44880140,04862054,4951208b,05121058,02004026,124c08b5,22464a18,1c4160c4,c3055122
ffffffff,ffffffff,38bb7704,9788706c,11dc1a60,1000c0f1,80885187,502384f1,c344091a,183327f1,1700e01a,10881063,61572a62
ffffffff,ffffffff,0c330761,1498f216,00102201,2810020c,c8881183,28540a8a,05cc7965,10130370,8810e264,a5100360,69642c62
ffffffff,ffffffff,79038107,80108206,73000162,14230418,01cf1896,182305e1,0700a116,58100272,1c8b1006,71a8b400,71672c62
ffffffff,ffffffff,11772e80,0d88108a,70746ee0,2810820c,60002080,a8130210,0600e11e,48570bf2,2413821a,50742f00,79742e62
ffffffff,ffffffff,91102310,1803a004,10740eeb,04230410,40640d80,08ab1400,8500c006,30470911,8920847a,d0540ae6,01772e62
ffffffff,ffffffff,08983260,8f130272,b1100380,2e008088,2944090b,5c0300f1,c188b066,50300711,828b300c,11dc1a87,09002062
ffffffff,ffffffff,80030080,8f8bf076,20b836ec,5623c408,0423248b,08578a71,8ccc3819,a0540a10,1488500f,e610236a,11032062
ffffffff,ffffffff,08881161,1b8bf00a,602005e0,3a54ca68,48008103,05030000,0a8b9102,c0a81491,0d10828a,30ecdc89,19102262
ffffffff,ffffffff,000300f4,0913621c,a0640d80,48334688,80470881,6000a011,13034085,38cc1891,8903a016,223007e1,21132262
ffffffff,ffffffff,1a0000f0,0e03201e,10a81485,20470804,00881180,bc640c80,0e106207,28330660,a08b306c,a0204505,29202462
ffffffff,ffffffff,001343f3,8b03c062,30100260,38200408,08000004,05bb9608,0003c013,50230590,12a81418,41a815e3,31232462
ffffffff,ffffffff,18000082,868b7004,663007f1,1033068c,a1030081,2000a010,c4000019,28540a91,82104210,03442963,39302662
ffffffff,ffffffff,481303e1,0288d062,0064cde8,0210030c,60a83505,34200488,c4cc9802,71230410,0588507c,94006000,41332662
ffffffff,ffffffff,70470910,28004010,930001e1,3a0040e4,8c640d85,50308601,02cc9900,10742e05,8800a008,b7989262,49442862
ffffffff,ffffffff,51740f60,1b23040c,a1987383,1c334604,688b9183,54540ae0,44004002,3a100300,8b8b1012,20b8f7e4,51472862
ffffffff,ffffffff,00542b70,8213627e,e1a83592,0413827c,89670c05,24548b6b,45448815,50334690,0f8b700a,30200482,59542a62
ffffffff,ffffffff,d9000190,01885004,52ec3de3,2c008098,a08b3110,c4208480,dd44a802,38540b91,8603e008,90300780,61572a62
ffffffff,ffffffff,d0df3a80,83002000,a1544a62,1e238561,21a81484,10cc99e0,81dfbb15,1c3306f0,0788d006,0098128e,69642c62
ffffffff,ffffffff,30dc1a71,2988700e,c2a834e3,0013c208,c3202514,0c100201,c0883003,10138380,8400e012,3300010a,71672c62
ffffffff,ffffffff,59300673,90232468,f0cc5984,4000007c,c1cc790a,880380f8,82cc1908,081003f4,80889072,90306604,79742e62
ffffffff,ffffffff,28572ae0,17981202,91fc1e82,1c44086d,c8cc3881,988b10e0,94885102,31030100,bc881002,02981282,01772e62
ffffffff,ffffffff,49230511,9810e20c,90983282,02138274,80cf1889,2c9b12f9,04989200,88302691,0ebb966c,36004001,09002062
ffffffff,ffffffff,99472881,879b1202,40981361,34004000,84881083,71238588,50008168,918b1190,2303c068,5030c701,11032062
ffffffff,ffffffff,b09b3290,8a88f06c,b1440900,06308690,00889005,01742e88,43540b01,79983201,0220640e,d2540b66,19102262
ffffffff,ffffffff,18b81660,a78b5002,40b83681,1600c080,a200018f,2c002068,a8446905,2b772e14,14004004,30dc5a86,21132262
ffffffff,ffffffff,a01302f3,88a8f478,04440904,0410c210,00a85584,7c238403,08ab1518,82236477,24108206,92300681,29202462
ffffffff,ffffffff,10a81492,888b100e,a1008000,1e008090,a4000008,04778f98,8203010b,e2885075,9a20840a,60985384,31232462
ffffffff,ffffffff,41100286,898b1018,35a834e0,5213c201,c0a89482,00008102,c1885017,70ec5d81,099b5216,20640d60,39302662
ffffffff,ffffffff,19442911,008b3010,0430a609,2c544a60,c3cc1904,0c000088,45cc390d,90740e00,06032000,60200460,41332662
ffffffff,ffffffff,50132285,8700000a,d3008064,082384e0,40cc7886,18038001,0e44a806,09981371,8100c07c,42640ce4,49442862
ffffffff,ffffffff,08540a00,0688f06a,15dc7a67,12030078,81440805,64130200,7f03c108,58032080,04883062,12444960,51472862
ffffffff,ffffffff,18030080,8000c00e,3010a3e0,7210421c,80883087,08648cf1,0f77ef00,08570a72,0d00800e,5310420a,59542a62
ffffffff,ffffffff,0a130305,1f881016,a3300703,10744e74,61881080,08030010,4103e163,19030172,9903a060,c0546a70,61572a62
ffffffff,ffffffff,11034071,1113e208,40a87565,00100364,40642c0d,20030070,c8442964,08132270,009b3264,32cc1861,69642c62
ffffffff,ffffffff,31102371,8f102218,b1440881,0e000064,00440800,1c200561,04cf1964,f8030170,0e000010,40304666,71672c62
ffffffff,ffffffff,a0302782,808bf060,20b83666,1803c008,e4000181,0d13836b,c1008102,70ff1e60,3303c000,404408e5,79742e62
ffffffff,ffffffff,02a814e0,4b88109e,62200580,26130200,00ec9d86,0003a011,8ccc3909,38740e00,a1306606,10440900,01772e62
ffffffff,ffffffff,90004060,8a47680c,24644c83,0e20c4ec,80000080,1400006a,c58b9072,21330672,06a83408,f0100380,09002062
ffffffff,ffffffff,009812e0,118b500e,b0208580,1c03c014,66881084,04108200,96ccb903,10202470,0a00c0f8,b2fc1e06,11032062
ffffffff,ffffffff,31000160,0310220c,c1b81661,0c138214,0264cc07,80008091,4098d300,41100280,9303408a,01b85783,19102262
ffffffff,ffffffff,49302600,02006010,11cc39e8,08038080,85004180,90881011,69440914,a0442971,8b987282,31002161,21132262
ffffffff,ffffffff,28472876,0c00408a,73102203,08030018,4088b084,48981210,10672d0e,60a815e1,068b7004,12302701,29202462
