TX_DATA_0,TX_DATA_1,TX_DATA_2,TX_DATA_3,TX_DATA_4,TX_DATA_5,TX_DATA_6,TX_DATA_7,TX_DATA_8,TX_DATA_9,TX_DATA_10,TX_DATA_11,TX_DATA_12
3c00ffff,ffffffff,3c080132,00028056,3431b401,19957005,18805248,081c3840,30a3d3a8,08203a01,2141051d,0978a2c7,46883922
4400ffff,ffffffff,26196290,67520516,30f09027,00090654,78a12706,0d061031,31854016,304070b1,c8833802,0428f080,12964122
4c00ffff,ffffffff,2e183b31,c4d81608,743011c2,44806c28,18702192,1324c871,a0614287,0014f084,41512348,1c01f04e,08894922
5400ffff,ffffffff,0e123100,660f013a,b42900a0,54080430,90304940,82105838,91c00205,084c6880,47801222,806041a3,c3115122
5c00ffff,ffffffff,08084891,c2438b0a,1428c142,8e090615,08202497,040010ed,50848500,3a040003,a25b0412,1a580000,44005922
6400ffff,ffffffff,306c1810,a0018284,68f160a9,0899103c,30502200,9a0c485a,30390021,4a0c00b3,41428927,0c01e261,8a8e6122
6c00ffff,ffffffff,14506825,8280007c,58004083,03944434,1950c206,820230d0,30a34d82,04186a20,c1028904,68008229,cf856922
7400ffff,ffffffff,20510081,c3100b10,20287305,868b1010,08800401,8b087569,824195b6,0815f020,81468610,006134c3,031d7122
7c00ffff,ffffffff,06b82873,42cdd716,78d03244,438d2e64,c0706200,0f06ccc0,202f8782,2404e0a1,804f1c12,1c1ab223,49087922
0400ffff,ffffffff,0698d050,404b0d1a,4442d281,8c930630,19b1240d,060f28ba,73824285,1e401821,00808900,20513001,880c0122
0c00ffff,ffffffff,0c5ca800,84811e18,44487041,c28a1845,1a708344,87120ca1,41848aa5,0a3c5863,e38d104a,4d12d160,05810922
1400ffff,ffffffff,0c0c2830,e142131a,4c011052,4e0e144d,01f1600a,89120c48,01e0c182,1e1ce091,02d0a612,1860120c,88021122
1c00ffff,ffffffff,0e142891,e0079300,006081e4,9d041c30,782200cb,88026448,1122808e,1e1113e0,e3c10142,30730003,088a1922
2400ffff,ffffffff,020028b1,61008a02,3440b181,4b1e1634,405066c0,0b002499,2024c18d,160008c1,02dcac0e,14a87000,c8802122
2c00ffff,ffffffff,08000251,86829512,084800a0,88880a08,71e52085,a4004000,e2434a80,027c00a1,87058d00,4470f583,87122922
3400ffff,ffffffff,1a30b140,8f40821a,1449b0e0,469c320c,920001cb,b90810b8,c1a30224,180848f4,c4c99a34,287a0161,08833122
3c00ffff,ffffffff,1c280881,81820920,0c2a41e1,8a840004,20502080,830ab008,32a30888,1c24b001,c0830f16,0d2909e2,81133922
4400ffff,ffffffff,08302050,8101022e,0c702001,d105000c,60238683,86142c5b,50a28f05,12ac4020,8105823c,58982447,cf804122
4c00ffff,ffffffff,22213a21,44470012,0049e2c0,ca040c20,11b16503,09462800,422104a3,1e4698e1,60430f34,140150a1,59054922
5400ffff,ffffffff,2a085930,8143094a,39400145,41050c44,11304081,89120c09,f262808d,004011d3,8147072c,6c8810c6,c4865122
5c00ffff,ffffffff,00303910,408c070d,1c0070e2,4181081c,30902100,8c14bca0,42e3073c,024c31a3,c0c79c22,24e010c0,43845922
6400ffff,ffffffff,0224a000,e401070e,14d04340,cb8f0260,00c10385,050e0460,82e08902,0d3849c3,c39d1806,5810d10f,43036122
6c00ffff,ffffffff,062010e0,a6ca262a,8809a023,db0a0425,60d10280,02321c99,60028190,12145411,e2c28f00,04b05041,88056922
7400ffff,ffffffff,03084851,02d11a00,6c99018d,81031638,3805e043,04260478,31600e83,2032b050,c500141a,080a2281,43847122
7c00ffff,ffffffff,1e47e044,86430c28,04240322,4a220860,a881a703,274a7018,01e3443e,001c4001,6508900a,5c2a91e1,05127922
0400ffff,ffffffff,0054e8d0,a4c10231,00f841a3,82934834,0052028a,91080420,10214617,005479e1,c5ca210a,1000d0e1,c51a0122
0c00ffff,ffffffff,101489c2,c100832a,38801303,46903c00,3171e951,1b4c2800,51474383,0e689053,04479336,6c3831c1,97000922
1400ffff,ffffffff,50382141,6341840e,04b90160,41070810,68012802,850c4400,10400189,18310055,42078c08,70003481,96b21122
1c00ffff,ffffffff,04158811,23c22c02,08096043,c11d101c,40a0a1c1,840c2410,83e58680,02140832,414f8a08,04da0002,01041922
2400ffff,ffffffff,050cc991,238b0e34,70482080,05041e28,b065818a,0516c890,31c5050d,040a2060,2783a302,400152e3,02902122
2c00ffff,ffffffff,001c5090,03c09024,08227200,051e1a30,0095c349,8b0a0c08,63a7878f,3a2ce820,45960300,10225064,c3012922
3400ffff,ffffffff,0e600ad2,01c58310,0df07648,e4911824,78624004,96080c08,a1ec8089,18488031,c1cd1b02,38c002a0,400e3122
3c00ffff,ffffffff,1219c145,25008538,18006223,86970224,913102c2,8d100cf0,02205697,56d480c0,67c3852e,34697081,010b3922
4400ffff,ffffffff,1c0c6810,63c09b38,2cd091e2,03020090,3867a141,18301810,91c5839f,6820c130,c0420204,181b8308,02954122
4c00ffff,ffffffff,76270800,0113831a,044d7300,4a850220,0880a184,05116d08,42a40180,54457851,80040d18,04180423,82984922
5400ffff,ffffffff,0058e050,ec02070c,4c29c048,45862a0c,60408286,0a002800,d22c010f,b4700040,4f409612,240000c3,4c875122
5c00ffff,ffffffff,002c41d0,45c9b61a,0450d1e4,850c0e20,0090208b,88062018,56688106,286c68e0,c0461c14,20603020,88845922
6400ffff,ffffffff,16056120,e616122c,385834ad,459c0c1c,00404116,20107400,61424584,003c19b6,01029524,38b0b1cd,46086122
6c00ffff,ffffffff,5a24b9b0,c00f8214,142ae1a3,15ae12a0,39720644,a3261028,5223c901,06c97010,62452caa,08004141,00166922
7400ffff,ffffffff,04040160,c200030a,48585002,8307044c,3130a542,06140461,002b0b93,34243981,46800700,f458f283,01937122
7c00ffff,ffffffff,08348110,40150644,2801b063,4297285c,80c02785,82260030,01424526,163840b0,a0c50812,4002b767,cd817922
0400ffff,ffffffff,2e642173,e4429200,04e23306,00aa14a9,2a63c019,132e9ca8,92484b0f,224848f2,21118d00,487821e0,9a050122
0c00ffff,ffffffff,0658b8d0,c2c10822,0c813104,021b0c25,18142354,020809f8,f0a1428c,4a0858a6,e6430430,00684204,5a020922
1400ffff,ffffffff,100c4090,00488020,14f02101,4e120218,70a0a2c3,113a0020,21e08585,14143833,c041010a,34400225,400f1122
1c00ffff,ffffffff,2a5cb954,001d0214,3c003009,42820e09,4b714241,8b0214f8,30c2440c,404408a2,61458202,08908345,03921922
2400ffff,ffffffff,04440932,b9018008,2c1022a0,c1093004,21d0074d,9602948a,60c34588,0a5488e1,40051f26,642802e7,42132122
2c00ffff,ffffffff,34307401,60888620,2c999124,221c5c02,8012201c,931e5039,830d0700,1a1830c5,62430f2e,6479b121,c2952922
3400ffff,ffffffff,1cd80800,068a8412,24683182,02840494,10708043,04263488,11858690,106c0810,c3109002,2c201002,01823122
3c00ffff,ffffffff,044458c4,80c58218,6d480043,04016030,00020603,1d181029,20c4082b,14007851,83c6142a,2c0151a4,898e3922
4400ffff,ffffffff,0e5d1b00,80018806,61e8b144,c4bc0408,286005c7,834a7808,60810209,00bcc803,81c1170a,5c0a11a0,81024122
5c00ffff,ffffffff,56280090,c1c28814,4918c3a2,09831405,11002544,04641439,e0050007,00045900,a7051f20,2cb992ef,4b0b5922
6400ffff,ffffffff,125508e1,02559704,1812f1c3,11bc0068,c891e0c0,16127478,41610480,44400857,04048634,0c1820e4,89106122
6c00ffff,ffffffff,04643190,c0998442,14318082,85012830,28b04203,0806a453,b4819e08,1e185040,6401022c,38681021,43806922
7400ffff,ffffffff,5030b851,64850014,2028b280,0b1c0a09,71200044,0f2c54a1,54664e83,14146151,42c1983e,40813081,d2997122
7c00ffff,ffffffff,1c0559e0,44c58340,4488652d,04142004,69d0204a,02302979,60a5c186,2e615161,008a030c,34ca7183,71807922
0400ffff,ffffffff,23168102,84cd0e1c,08400123,4e0e1804,f840408c,2d22484d,f1a0530d,08a020a1,04048418,08290141,09810122
0c00ffff,ffffffff,02052000,23951334,0c60e0a0,80152cec,7092428f,061e3800,2040040c,00081801,c4d19d1c,24280081,d2820922
1400ffff,ffffffff,04b5c972,26800a1c,2df852a2,c1902ce8,a9532245,825268b8,94034180,0c004820,98040834,20e011e1,80811122
1c00ffff,ffffffff,02c0c983,054c9126,34b84b23,c2802e00,f1b06180,0e0c2cca,21814106,12101968,81c4a718,28282480,41881922
2400ffff,ffffffff,4c044090,2483a114,184031a3,1f09241d,493261ca,0a780860,7064d282,30440070,220c0e2a,14a8a06b,0e882122
2c00ffff,ffffffff,00581093,44649010,1c806200,40892aa8,90900202,9866c438,7029821c,04049841,17058738,7c51d262,880a2922
3400ffff,ffffffff,0c1800a1,24c22b18,28503264,c116061c,09a1c7c3,131c0930,16400385,10607871,c08e0106,a8050420,8a8b3122
3c00ffff,ffffffff,3a601943,a0800610,0c5071ad,c3a01a18,002080ce,02063ce0,0101c418,0e1870c1,03072018,08381040,01203922
4400ffff,ffffffff,025c1016,4140890a,6d40b0e3,c7812e4c,1210a048,07223828,3121000b,0c00ba40,20843132,3d58e1a0,0b084122
4c00ffff,ffffffff,024bf8e0,2e8f8b04,74801163,831a0004,904312c3,ab123819,5000001b,143c2161,029b8200,04208321,81884922
5400ffff,ffffffff,12104091,204c8502,1420a0aa,00000a29,31f10105,84169048,b2a0c882,18443973,004a801a,0c323080,04065122
5c00ffff,ffffffff,2e7c8881,6a838e0e,89886123,438e0c20,98126341,00063000,5031c003,168408c1,61469d3a,1c18a084,0b225922
6400ffff,ffffffff,0aa801b1,83428000,20805040,8f821c08,70350007,0c002a50,62a0c404,1c007030,4347806c,10515262,008f6122
6c00ffff,ffffffff,02702960,43cb0f04,0cb9b364,c0a10a2c,10610080,04060480,45018983,000c1171,22479800,1111d527,06246922
7400ffff,ffffffff,42444023,42d4880c,201273a3,08020e08,284020c6,056828d0,42235407,005da002,c0009c00,4448c367,c9a37122
7c00ffff,ffffffff,227c2821,81848546,48a0b223,4c0c2a4c,50600280,021600a9,304a4602,18881841,4244830a,08487200,80a37922
0400ffff,ffffffff,02502810,02888604,0c31400e,902e1624,20402ac1,1a225c20,1180c184,58cc5889,63c20042,59c001b0,829d0122
0c00ffff,ffffffff,2834d892,c0030628,80385042,c5831631,70010183,01481462,33604103,10685070,66103c2e,285860c0,c1890922
1400ffff,ffffffff,040c58a1,81073902,24a89180,82034504,12222887,1a1a1c29,10a2501f,00549812,e406112a,28180121,42841122
1c00ffff,ffffffff,06581010,2043000e,2c30512f,cd8f4630,58100080,851c8854,42a4c489,14600081,a0048216,181930e4,04861922
2400ffff,ffffffff,0c480057,40402102,04288860,41860404,08844102,8a063c81,80218780,28206170,02428126,00906482,800d2122
2c00ffff,ffffffff,18081203,81421c28,18300060,0b150870,4062a449,0a209c58,00a08015,2ca05020,c64d0200,1c2171e8,82192922
3400ffff,ffffffff,106c1021,02c6001e,105820a1,83880200,4810e000,0f362808,66c14802,68102850,a1429004,4c3071c4,001a3122
3c00ffff,ffffffff,24905ac2,89090928,482c6463,8b023c28,78737042,88201c20,0280c684,002040a1,a8418120,51d86027,c98a3922
4400ffff,ffffffff,481028c3,c0038300,34200348,c0944eac,50920142,890a0808,13a10901,2c487231,84418442,20d8b0e5,8b954122
4c00ffff,ffffffff,32013930,22480f00,2059d046,c4812254,a11105cb,900c1418,422ace10,262c1870,62010114,24393501,83904922
5400ffff,ffffffff,02c43180,2109b210,240a9042,16912848,9ab02302,063a2c40,90450193,0c782950,61872410,0cc003e1,44095122
5c00ffff,ffffffff,1a0830e0,61880a14,18687084,c60e0e10,28a04000,00063030,5026c988,0e588012,81c40009,1851e1ea,4e045922
6400ffff,ffffffff,10080190,8383840a,55082081,84023614,c0d18581,920a0569,83000b80,2c65c0b2,64c00204,20202200,a3856122
6c00ffff,ffffffff,14107834,c0470210,207980ec,478e30f8,92834287,11149882,22268280,2e551001,ab821940,60e800a0,810e6922
7400ffff,ffffffff,103c01c3,83810912,281140e5,04843608,1352c409,873a2c31,d381898e,1a7859b2,01920100,14d8e145,401c7122
7c00ffff,ffffffff,080cf850,82860614,54110249,88840e14,70e9a043,190c3839,30a9849e,16305840,8647170c,0828a001,13897922
0400ffff,ffffffff,0e6c4980,009f8620,602180e4,800c047c,40618506,06160068,04c04911,00045840,8343061a,54d1a062,4d980122
0c00ffff,ffffffff,126c1231,20011500,24784081,848500bc,285065d3,3b227819,71408306,044910e0,244b3128,182870e6,47330922
1400ffff,ffffffff,020c4030,6c491e16,2170c023,40841210,a8f0618c,0a048009,7008c11d,42191061,e980064c,089192e8,98121122
1c00ffff,ffffffff,0e981054,4208010c,a0520345,c4081405,6140c480,89060c79,b022c100,000800d0,04850a10,2c9864e1,41821922
2400ffff,ffffffff,2c880010,e3c30828,040065a9,028f1654,10310102,990c0138,8000da09,1234f9a0,82070206,68480000,01042122
2c00ffff,ffffffff,20204000,47c58c1a,14481262,8b011e04,6870a04a,0b0415e2,e3a9c0b1,304ca030,c645c306,0c300024,c38d2922
3400ffff,ffffffff,16767800,60800706,442a0041,c3830614,a1a16480,0c68a83a,208c4582,0214d015,c680031c,40886225,84913122
3c00ffff,ffffffff,08041992,a0598a16,2c70733a,82850e44,78f32149,1d3014d0,1223550b,146d2860,04c38d12,40021a22,c81e3922
4400ffff,ffffffff,0a546155,00472612,313360a3,83aa088d,5072a0d5,0114c830,b5220586,00a498c2,22030600,5108d200,85014122
4c00ffff,ffffffff,02084060,c2058446,00010321,c000353c,c13302c1,860314b8,a0424880,10045031,20c08a14,2c80a323,83134922
5400ffff,ffffffff,3ca48080,e0d51e1c,1cf19086,85050c04,192080c2,858a0039,a0a34b3d,12180221,41c18312,8c203189,0b0c5122
5c00ffff,ffffffff,1a00b0e1,81808808,0458a1e1,002e0a2c,08826340,a70814a3,216684a1,14a43101,01820b18,1441b143,cc8c5922
6400ffff,ffffffff,429cc9f9,269c842c,cc8871a4,05002668,41544041,04102638,e0cf0596,52e8d0c0,43419514,4558a027,85206122
6c00ffff,ffffffff,16141821,e087010e,00d240e0,00832430,29600200,835e2c18,22c10101,04141002,43820218,30293162,40206922
7400ffff,ffffffff,4a2038d0,408c0336,84d03000,838a1465,285222c1,83081848,f042430c,6a7c9844,c6c70e1a,2c0290e7,02a27122
7c00ffff,ffffffff,441c0a21,03438502,9891e000,8c9f3c04,289282dd,84169411,c140c20b,00302110,64c09746,0019c140,878e7922
0400ffff,ffffffff,0f0478d0,02059008,04412240,c9910c34,0891a544,a80c0140,64e0c5a5,84743801,a5c20304,14195581,06010122
0c00ffff,ffffffff,149c0110,01c38100,587821a7,c3840688,8a30c04b,03242051,f1658307,0250a0a1,01020410,0c4060a0,45800922
1400ffff,ffffffff,041c1180,07c28956,157050c8,400f0260,38a62006,81108824,1102431d,182172f0,25c5060c,ac297008,418b1122
1c00ffff,ffffffff,18146060,08820f08,11519304,81881a58,b05041c2,0f304030,40445a07,406c2024,c1c6b060,1478f126,40131922
2400ffff,ffffffff,06291121,68c2141e,0ca990a4,038e0608,58418280,100c5900,83c24410,80140830,0c83211e,08816061,40822122
2c00ffff,ffffffff,163490c2,00d01702,38f8b7e5,068c0640,61000743,06840c41,538a0100,001c3024,41c80818,403001c1,04022922
3400ffff,ffffffff,12089070,44400f02,08d830a1,090f3c1c,6053e1c9,07562038,3360c316,18540000,25409f02,041022a0,070f3122
3c00ffff,ffffffff,3a005001,e7df8b00,5a604201,040b0009,692300c3,152c1848,00258312,40206951,00068912,08601084,06813922
4400ffff,ffffffff,2c3c1830,a0c69f02,10316082,cd0a1a68,68d48210,00160cc0,21870139,223c7010,80c0834c,2c0a0080,84174122
4c00ffff,ffffffff,103008e0,e4960a06,4068a000,43000a0c,32b14090,a212a010,a628c78d,1048a0e1,22401766,0c30a102,8c034922
5400ffff,ffffffff,040c2040,83800706,2c5153ef,4e8d2200,1890e2c4,8c161490,41410281,0a380101,2d4a853e,39407001,c3025122
5c00ffff,ffffffff,009c40a0,00ca862e,1438702c,47870ae0,b0e182c6,8004d440,00810c8f,380480d0,060b0396,04103ba0,8a815922
6400ffff,ffffffff,1c741122,86d10202,38486203,871d3810,00646643,852aa800,41241785,0c1c08b1,60008422,180084c8,43266122
6c00ffff,ffffffff,049051e2,e286190e,85309944,0f8c3610,e0006201,0c0011d0,62c10807,10447951,01010200,15291100,d5946922
7400ffff,ffffffff,00453120,45800728,f0985023,880c162c,6000a244,0f200ac0,01234185,7a2418a0,61c38b10,3419f484,1a807122
7c00ffff,ffffffff,1a654041,a3c21528,309872c6,841d0e10,7000c015,86023dd0,a2408784,08009b60,e0030f18,2c489262,80027922
0400ffff,ffffffff,22202133,28048080,41311222,cb020628,11428548,91341478,71200280,7466d032,f2841202,14488126,00910122
