05-26-22 03:22:16 INFO   Starting
05-26-22 03:22:29 INFO   Configuring stream compare
05-26-22 03:22:32 INFO   Stop continous acquire for lc-input
05-26-22 03:22:32 INFO   Stop continous acquire for lc-ASIC
05-26-22 03:22:32 INFO   Stop continous acquire for lc-emulator
05-26-22 03:22:32 INFO   Configure continous acquire
05-26-22 03:22:32 INFO   Starting stream compare (CTRL-C to stop and do capture and I2C compare)
05-26-22 03:22:32 INFO   Stream compare, word count 18568, error count 0
05-26-22 03:22:33 INFO   Stream compare, word count 40102296, error count 0
05-26-22 03:22:34 INFO   Stream compare, word count 80187700, error count 0
05-26-22 03:22:35 INFO   Stream compare, word count 120273969, error count 0
05-26-22 03:22:36 INFO   Stream compare, word count 160357871, error count 0
05-26-22 03:22:37 INFO   Stream compare, word count 200432882, error count 0
05-26-22 03:22:38 INFO   Stream compare, word count 240524751, error count 0
05-26-22 03:22:39 INFO   Stream compare, word count 280613381, error count 0
05-26-22 03:22:40 INFO   Stream compare, word count 320697982, error count 0
05-26-22 03:22:41 INFO   Stream compare, word count 360751085, error count 0
05-26-22 03:22:42 INFO   Stream compare, word count 400837381, error count 0
05-26-22 03:22:43 INFO   Stream compare, word count 440926189, error count 0
05-26-22 03:22:44 INFO   Stream compare, word count 481012361, error count 0
05-26-22 03:22:45 INFO   Stream compare, word count 521071548, error count 0
05-26-22 03:22:46 INFO   Stream compare, word count 561157091, error count 0
05-26-22 03:22:47 INFO   Stream compare, word count 601234556, error count 0
05-26-22 03:22:48 INFO   Stream compare, word count 641325907, error count 0
05-26-22 03:22:49 INFO   Stream compare, word count 681413909, error count 0
05-26-22 03:22:50 INFO   Stream compare, word count 721502195, error count 0
05-26-22 03:22:51 INFO   Stream compare, word count 761552724, error count 0
05-26-22 03:22:52 INFO   Stream compare, word count 801637436, error count 0
05-26-22 03:22:53 INFO   Stream compare, word count 841726316, error count 0
05-26-22 03:22:54 INFO   Stream compare, word count 881810752, error count 0
05-26-22 03:22:55 INFO   Stream compare, word count 921896574, error count 0
05-26-22 03:22:56 INFO   Stream compare, word count 961982596, error count 0
05-26-22 03:22:57 INFO   Stream compare, word count 1002072733, error count 0
05-26-22 03:22:58 INFO   Stream compare, word count 1042165415, error count 0
05-26-22 03:22:59 INFO   Stream compare, word count 1082257613, error count 0
05-26-22 03:23:00 INFO   Stream compare, word count 1122342143, error count 0
05-26-22 03:23:01 INFO   Stream compare, word count 1162427330, error count 0
05-26-22 03:23:02 INFO   Stream compare, word count 1202514989, error count 0
05-26-22 03:23:03 INFO   Stream compare, word count 1242608127, error count 0
05-26-22 03:23:04 INFO   Stream compare, word count 1282695580, error count 0
05-26-22 03:23:05 INFO   Stream compare, word count 1322779705, error count 0
05-26-22 03:23:06 INFO   Stream compare, word count 1362863950, error count 0
05-26-22 03:23:07 INFO   Stream compare, word count 1402951502, error count 0
05-26-22 03:23:08 INFO   Stream compare, word count 1443045240, error count 0
05-26-22 03:23:09 INFO   Stream compare, word count 1483137534, error count 0
05-26-22 03:23:10 INFO   Stream compare, word count 1523223934, error count 0
05-26-22 03:23:11 INFO   Stream compare, word count 1563309224, error count 0
05-26-22 03:23:12 INFO   Stream compare, word count 1603395084, error count 0
05-26-22 03:23:13 INFO   Stream compare, word count 1643481591, error count 0
05-26-22 03:23:14 INFO   Stream compare, word count 1683567873, error count 0
05-26-22 03:23:15 INFO   Stream compare, word count 1723655949, error count 0
05-26-22 03:23:16 INFO   Stream compare, word count 1763739646, error count 0
05-26-22 03:23:17 INFO   Stream compare, word count 1803826447, error count 0
05-26-22 03:23:18 INFO   Stream compare, word count 1843917265, error count 0
05-26-22 03:23:19 INFO   Stream compare, word count 1884005469, error count 0
05-26-22 03:23:20 INFO   Stream compare, word count 1924269426, error count 0
