05-26-22 03:22:16 INFO   Starting
05-26-22 03:23:21 INFO   Stream compare, word count 1964355988, error count 0
05-26-22 03:23:22 INFO   Stream compare, word count 2004443627, error count 0
05-26-22 03:23:23 INFO   Stream compare, word count 2044538735, error count 0
05-26-22 03:23:24 INFO   Stream compare, word count 2084630188, error count 0
05-26-22 03:23:25 INFO   Stream compare, word count 2124716983, error count 0
05-26-22 03:23:26 INFO   Stream compare, word count 2164806139, error count 0
05-26-22 03:23:27 INFO   Stream compare, word count 2204893708, error count 0
05-26-22 03:23:28 INFO   Stream compare, word count 2244985699, error count 0
05-26-22 03:23:29 INFO   Stream compare, word count 2285070748, error count 0
05-26-22 03:23:30 INFO   Stream compare, word count 2325157199, error count 0
05-26-22 03:23:31 INFO   Stream compare, word count 2365244670, error count 0
05-26-22 03:23:32 INFO   Stream compare, word count 2405331889, error count 0
05-26-22 03:23:33 INFO   Stream compare, word count 2445418596, error count 0
05-26-22 03:23:34 INFO   Stream compare, word count 2485504487, error count 0
05-26-22 03:23:35 INFO   Stream compare, word count 2525594102, error count 0
05-26-22 03:23:36 INFO   Stream compare, word count 2565678560, error count 1
05-26-22 03:23:37 INFO   Stream compare, word count 2605767013, error count 1
05-26-22 03:23:38 INFO   Stream compare, word count 2645859495, error count 1
05-26-22 03:23:39 INFO   Stream compare, word count 2685949259, error count 1
05-26-22 03:23:40 INFO   Stream compare, word count 2726033641, error count 1
05-26-22 03:23:41 INFO   Stream compare, word count 2766119277, error count 1
05-26-22 03:23:42 INFO   Stream compare, word count 2806203738, error count 1
05-26-22 03:23:43 INFO   Stream compare, word count 2846293061, error count 1
05-26-22 03:23:44 INFO   Stream compare, word count 2886379905, error count 1
05-26-22 03:23:45 INFO   Stream compare, word count 2926464166, error count 1
05-26-22 03:23:46 INFO   Stream compare, word count 2966548679, error count 1
05-26-22 03:23:47 INFO   Stream compare, word count 3006636336, error count 1
05-26-22 03:23:48 INFO   Stream compare, word count 3046727787, error count 1
05-26-22 03:23:49 INFO   Stream compare, word count 3086814684, error count 1
05-26-22 03:23:50 INFO   Stream compare, word count 3126903972, error count 1
05-26-22 03:23:51 INFO   Stream compare, word count 3166988937, error count 1
05-26-22 03:23:52 INFO   Stream compare, word count 3207074996, error count 1
05-26-22 03:23:53 INFO   Stream compare, word count 3247161390, error count 1
05-26-22 03:23:54 INFO   Stream compare, word count 3287246683, error count 1
05-26-22 03:23:55 INFO   Stream compare, word count 3327335704, error count 1
05-26-22 03:23:56 INFO   Stream compare, word count 3367422472, error count 1
05-26-22 03:23:57 INFO   Stream compare, word count 3407509159, error count 1
05-26-22 03:23:58 INFO   Stream compare, word count 3447599925, error count 1
05-26-22 03:23:59 INFO   Stream compare, word count 3487687528, error count 1
05-26-22 03:24:00 INFO   Stream compare, word count 3527772005, error count 1
05-26-22 03:24:01 INFO   Stream compare, word count 3567859318, error count 1
05-26-22 03:24:02 INFO   Stream compare, word count 3607947226, error count 1
05-26-22 03:24:03 INFO   Stream compare, word count 3648036256, error count 1
05-26-22 03:24:04 INFO   Stream compare, word count 3688121049, error count 1
05-26-22 03:24:05 INFO   Stream compare, word count 3728205155, error count 1
05-26-22 03:24:06 INFO   Stream compare, word count 3768291216, error count 1
05-26-22 03:24:07 INFO   Stream compare, word count 3808379972, error count 1
05-26-22 03:24:08 INFO   Stream compare, word count 3848473725, error count 1
05-26-22 03:24:09 INFO   Stream compare, word count 3888563009, error count 1
05-26-22 03:24:10 INFO   Stream compare, word count 3928649902, error count 1
05-26-22 03:24:11 INFO   Stream compare, word count 3968736521, error count 1
05-26-22 03:24:12 INFO   Stream compare, word count 4008821240, error count 1
05-26-22 03:24:13 INFO   Stream compare, word count 4048912261, error count 1
05-26-22 03:24:14 INFO   Stream compare, word count 4089002573, error count 1
05-26-22 03:24:15 INFO   Stream compare, word count 4129088459, error count 1
05-26-22 03:24:16 INFO   Stream compare, word count 4169172333, error count 1
05-26-22 03:24:17 INFO   Stream compare, word count 4209258984, error count 1
05-26-22 03:24:18 INFO   Stream compare, word count 4249350998, error count 1
05-26-22 03:24:19 INFO   Stream compare, word count 4289438156, error count 1
05-26-22 03:24:20 INFO   Stream compare, word count 34558023, error count 1
05-26-22 03:24:21 INFO   Stream compare, word count 74643709, error count 1
05-26-22 03:24:22 INFO   Stream compare, word count 114729855, error count 1
05-26-22 03:24:23 INFO   Stream compare, word count 154818861, error count 1
05-26-22 03:24:24 INFO   Stream compare, word count 194906464, error count 1
05-26-22 03:24:25 INFO   Stream compare, word count 234994199, error count 1
05-26-22 03:24:26 INFO   Stream compare, word count 275083439, error count 1
05-26-22 03:24:27 INFO   Stream compare, word count 315170464, error count 1
05-26-22 03:24:28 INFO   Stream compare, word count 355261787, error count 1
05-26-22 03:24:29 INFO   Stream compare, word count 395349107, error count 1
05-26-22 03:24:30 INFO   Stream compare, word count 435433956, error count 1
05-26-22 03:24:31 INFO   Stream compare, word count 475520625, error count 1
05-26-22 03:24:32 INFO   Stream compare, word count 515609052, error count 1
05-26-22 03:24:33 INFO   Stream compare, word count 555697926, error count 1
05-26-22 03:24:34 INFO   Stream compare, word count 595783666, error count 1
05-26-22 03:24:35 INFO   Stream compare, word count 635868261, error count 1
05-26-22 03:24:36 INFO   Stream compare, word count 675953608, error count 1
05-26-22 03:24:37 INFO   Stream compare, word count 716044674, error count 1
05-26-22 03:24:38 INFO   Stream compare, word count 756137214, error count 1
05-26-22 03:24:39 INFO   Stream compare, word count 796222983, error count 1
05-26-22 03:24:40 INFO   Stream compare, word count 836307456, error count 1
05-26-22 03:24:41 INFO   Stream compare, word count 876391922, error count 1
05-26-22 03:24:42 INFO   Stream compare, word count 916476698, error count 1
05-26-22 03:24:42 INFO   Stopping
05-26-22 03:24:42 INFO   Stream compare, word count 942960238, error count 1
05-26-22 03:24:55 INFO   RO Matches
05-26-22 03:24:55 INFO   RW Matches
