TX_DATA_0,TX_DATA_1,TX_DATA_2,TX_DATA_3,TX_DATA_4,TX_DATA_5,TX_DATA_6,TX_DATA_7,TX_DATA_8,TX_DATA_9,TX_DATA_10,TX_DATA_11,TX_DATA_12
7400ffff,ffffffff,68188a54,0490870e,54da5262,96095430,2051c14d,863894c8,12c09301,5420e051,61080018,201161c0,860d7122
7c00ffff,ffffffff,04402091,a405810c,842931e4,01831278,51f4c4c0,001c2050,1120c201,5c2cc912,60460206,2458c083,6b107922
0400ffff,ffffffff,12282141,a3802d0a,30188087,820b4a20,01e10a0b,1c000428,90c08982,00402102,46c18200,244aa728,838b0122
0c00ffff,ffffffff,3a5c98a1,22c6aa0a,580903c1,42100880,49506181,08142911,81810509,22144012,c0020d36,38389260,c1880922
1400ffff,ffffffff,020451e0,414b0304,080860a4,c309003c,3cf50c41,040624c0,0081c614,145480c0,c0801616,40110545,42101122
1c00ffff,ffffffff,0a041052,a0860238,28290088,c8020004,79700083,87283d58,61490e89,0e7cf9e0,6245840c,08001022,23081922
2400ffff,ffffffff,08007810,e5988c12,24c90065,810d0234,99310403,05103448,03884a3b,18051873,a3c3105c,04928222,8b0c2122
2c00ffff,ffffffff,066868a3,84c9813c,009941c0,84803008,b053c043,a1480c09,51800083,02443871,a3c3962c,b0b8a1e1,838b2922
3400ffff,ffffffff,160c60b2,0d801c04,dc19c080,c5150010,1871238d,3a2a2c10,2664d10c,20101051,00c90e08,58b00041,c7003122
3c00ffff,ffffffff,064060a1,268c8010,11609024,429d2855,88e12b04,010e5248,a2edc800,121da110,03c12022,7c690121,03053922
4400ffff,ffffffff,0e04a4b0,24138900,bc21e1a2,869a0244,a8d300b5,0c2a19b0,80244586,180d10e0,03850720,78813081,4a204122
4c00ffff,ffffffff,0ebc9870,a083010a,c84022a0,c32b0cf9,7080634b,1b149469,b0618601,3c008906,46c11a00,10580702,442b4922
1c00ffff,ffffffff,0a186851,e445a306,0458b0c0,4d0e1004,9140a083,0c200838,42a10086,10445802,22488718,98484062,8c291922
2400ffff,ffffffff,16286021,42470108,c9e4100c,819c1c04,8034a382,84000443,d0c54e80,3638f000,c9ce0f1e,1430118b,40062122
2c00ffff,ffffffff,040858b1,0643070c,ec205042,cd86061d,7802e040,83146c18,f06002c9,1acc28d0,2201063e,1c80d565,85042922
3400ffff,ffffffff,28147a30,214d1a48,0038b225,ce3d1e0c,90404104,880684a1,41e4c685,142008d0,a0c81710,1c080003,4e823122
3c00ffff,ffffffff,3c38b030,44028604,00308105,44313450,28008802,84223030,71c00006,2409b155,018b0318,0c20f480,c00c3922
4400ffff,ffffffff,3808e070,a1560004,4c0ae1c0,460e2e00,80317210,13061c72,a0439407,0c01b982,43c60200,0410c242,400d4122
4c00ffff,ffffffff,0e918152,00100914,2049d461,40860e10,f0636184,0a16e040,a0600612,08546070,e1c20032,24306363,5c834922
5400ffff,ffffffff,1e144155,a7841402,14482028,190e2614,20022145,99001ce2,b0610412,12583803,00100b1c,5d584281,e2815122
5c00ffff,ffffffff,027800e0,9206110a,04997240,4500526c,30804040,82280501,74a0d188,0e001841,23858414,00387020,80145922
6400ffff,ffffffff,0a218ba0,21828d10,00480263,05011a08,00608300,270f2009,23a04619,34185042,60060f46,2cb0a040,c6146122
6c00ffff,ffffffff,4a101890,80438f38,20500200,02111a04,30a140c8,22184a29,d0201304,000d7086,811e0d16,04096004,058a6922
7400ffff,ffffffff,0018e803,024e9a12,2c78d2a1,08980004,8222210b,050610b0,b0c1d304,0e50f0c4,63810396,0472d144,4a127122
7c00ffff,ffffffff,060010d9,41010228,3811e060,830b0250,e05025c0,8c148420,60660282,0514f8c0,a7420626,04030343,4e257922
0400ffff,ffffffff,30045160,058b0804,38c030a3,ca853044,20602103,07060a11,f080c68d,007c2840,e5031600,d0e1c000,c18e0122
0c00ffff,ffffffff,381850a1,c1cb840a,ac180226,80072c8c,2820c415,141c0010,00e4c4a1,309060d3,2b431712,40905004,c6070922
1400ffff,ffffffff,4c407983,c38f9f0e,214b0228,cc84364c,3871e284,04423c09,70018a84,0070b822,01960e2e,60381040,46001122
1c00ffff,ffffffff,183428f0,05440204,31c80124,03810a44,58f14001,8a0a1454,91af0908,000448a1,414d0628,141580c2,410e1922
2400ffff,ffffffff,366809a0,41198918,0c6050a0,c9861640,1181650d,15000c11,73418203,62417a62,20530e36,1450d0a1,008d2122
2c00ffff,ffffffff,02105860,c4c50834,0073d2c3,84020818,48300002,a00e4458,0643020d,16486882,4c838f34,3c203344,8b982922
3400ffff,ffffffff,123060e0,6181031e,b409e023,47851408,1091e340,840c0c00,82a284ba,04040043,c60d0d42,04601346,40823122
3c00ffff,ffffffff,003840f1,204d4908,0c881060,02094638,330020cd,1f107088,f1434293,123148c1,40850906,19083163,441c3922
4400ffff,ffffffff,02443900,c3c58124,58386246,5012047c,1040c0c7,88122c31,41468310,10901830,66030c0e,1c499325,44854122
4c00ffff,ffffffff,0e042a95,6182872e,20790641,06840430,0910a342,9cae38d0,81664982,0ac51823,02c82228,80082021,80824922
5400ffff,ffffffff,04081854,20c88504,98623260,84802a40,28a420c5,1b9a5c20,50840404,2a1810a2,a1811508,40005120,8c105122
5c00ffff,ffffffff,0e103240,c4c3a91a,1c083140,05281e0c,79308152,41080460,a0298504,000801f0,42190410,04892221,84865922
6400ffff,ffffffff,2a053072,63409900,70898060,419e0a00,e1c086c3,80341c00,0282888e,02009160,02430d08,0cc88080,470d6122
6c00ffff,ffffffff,10102951,e9c48310,0000106a,cc052a24,78e20141,040a0800,0004110f,12141112,0148810a,845112a1,c4816922
7400ffff,ffffffff,12109841,c0488300,18483400,02032234,6080228a,9402081b,10a90d14,0c107a80,2315110e,0ce896a1,82017122
7c00ffff,ffffffff,0e086051,20500416,4430d12b,d70720c8,91106610,1806cc60,71c0440b,3404d810,c7c0022e,16686200,80937922
0400ffff,ffffffff,080408e2,c1c4844e,1c602100,c58c0028,41b042c0,820418c8,67a1c900,2e607875,a1d98304,3c91a227,89180122
0c00ffff,ffffffff,78684855,a2858856,003001a6,c4321038,f8a0228a,02161c58,5041438c,14853930,63424700,285800e1,488b0922
1400ffff,ffffffff,000818a1,81460002,0c191346,82060e30,7040e001,a4287cd0,82671006,08941801,21c09026,1c18a481,d9051122
1c00ffff,ffffffff,46643233,b2c88800,304a8260,0282865c,7071c517,97680680,a2c60491,0038a011,08ca0f0a,34410604,40061922
2400ffff,ffffffff,10349811,22c393de,286850c5,c1a80600,80e123c5,05180008,126543a2,225811d1,4287081c,241a22e2,04832122
2c00ffff,ffffffff,06455161,204c820a,00201364,4483b044,00c16148,110a30a8,a2c5992e,04407020,40098204,180120e5,82172922
3400ffff,ffffffff,36441830,83c00d2a,7c381050,83850214,80224007,985c1079,43c0d61f,00201092,02020306,0898e123,430e3122
3c00ffff,ffffffff,060c01f0,e0cf8328,0c310241,90039c70,09610048,010c4458,41214b88,02285010,8ac9842a,48098382,0c203922
4400ffff,ffffffff,3e585241,e1922006,147840e0,00865204,7900a002,8b0400c9,60028b00,24315820,e2c30718,38b0c2c8,c7174122
4c00ffff,ffffffff,14001892,64020e0c,3840b061,8f8a0805,10404350,88062010,708582a4,0a044240,84c51a0e,10a08360,5b114922
5400ffff,ffffffff,0e0809d2,46010712,08192082,829d0220,70502049,01101408,d100c40e,46303131,408a9616,1d19e164,c80b5122
5c00ffff,ffffffff,060cab12,a0410b30,3429a1c9,88170620,d0762541,90303962,5160c509,0c0c2020,23478a46,4cf25185,028b5922
6400ffff,ffffffff,00241980,c1958216,01181002,0d080e1c,22300900,091408da,5020c200,02a41172,00410216,04512185,00896122
6c00ffff,ffffffff,1a149161,4390086e,48198040,070e3260,8a90ea86,0d145c58,31850789,1a0c29a5,00009608,302ad102,01d06922
7400ffff,ffffffff,0c456850,02811500,24d0c0e1,0c860a0c,5881ca81,02165441,4063039b,1478e060,84899300,1058d1a1,070e7122
7c00ffff,ffffffff,04082080,a2860d06,08d032e6,03c82c04,08a0030b,09020158,b0c3d700,004c7190,aa0a5614,0962f8e1,c6117922
0400ffff,ffffffff,4a448823,c34c1708,10f8d004,510e2600,3090a010,032b3400,a2434202,04543221,6447800a,4c394122,810f0122
0c00ffff,ffffffff,9c3070a1,68879518,04292140,428c5e08,cd716002,84481408,344082bd,0a1c69f0,a3548d16,243423c3,008b0922
1400ffff,ffffffff,5e9d0820,e5018332,18808060,41811218,60016781,16287440,21a1c089,00784252,c5820a30,40596240,80051122
1c00ffff,ffffffff,0c282812,40801032,18a0f0e1,9497b210,18802006,084a1861,73acc310,32481b34,6080141c,00b0d062,87911922
2400ffff,ffffffff,06704972,0d4e0000,18c03380,940c0c4d,68304143,0d321208,71c50210,2a5c5220,20438518,1839f2e1,05212122
2c00ffff,ffffffff,20240c01,40cd0c38,04083246,858d7218,52f06080,0b542420,3182cf88,18701a80,63c6810a,2011a061,83842922
3400ffff,ffffffff,32008083,4241940e,110821a2,c08a480c,05a0e682,85042c3b,20240593,061c4100,0540110a,000900e2,01073122
3c00ffff,ffffffff,0c780880,80848700,1c189084,81081009,30136554,952c0480,50828212,2c183144,81502e18,14420102,d08f3922
4400ffff,ffffffff,085c5860,48811a06,003190c2,41040c04,3041a241,06283420,b2278c04,00003181,63069a0c,00696127,cbad4122
4c00ffff,ffffffff,682c8871,e0811240,300aa2a1,42022c0c,00e04f83,13061c28,e0200796,2c441a30,80468616,8c1044a0,00054922
5400ffff,ffffffff,223008b1,a94a8614,00486140,0d850a04,49824244,16241459,5060030b,1030d071,41808820,1080d0e3,86095122
5c00ffff,ffffffff,060c5081,6845142c,8c683904,c08e2028,7870a88c,83034ca0,638440a1,10144b61,22160504,38c8a0c0,03835922
6400ffff,ffffffff,50887802,80418012,14083521,c2cf344c,5810c048,81580428,4027c305,2a1062e3,228c0902,00787002,c0116122
6c00ffff,ffffffff,080a2821,8103193e,1028f020,439e4048,094104c2,1a003028,22068017,08409150,c0872b16,047360e4,008e6922
7400ffff,ffffffff,12500050,249a4536,802035a0,c7172644,69702048,8f0c2041,11262107,14044934,4084a844,502ab082,08867122
7c00ffff,ffffffff,00102040,46478002,1461a0c5,05830c20,2022648b,0c1e1471,81e00087,005c0862,20cf1300,99b844a9,83077922
0400ffff,ffffffff,0a0408b2,0204050c,20689006,c48a2234,58210046,820e3831,402302b1,027c1804,0983065a,543960e0,458b0122
0c00ffff,ffffffff,020c1905,80c62a04,38281346,0e102a10,700041cf,0418ac19,e0219587,3a640830,dfc4a026,04501085,8d960922
1400ffff,ffffffff,0a2818c4,8042ab14,18885064,cc802620,3003e4a1,815cc009,02a4521e,06607820,62c5821a,01e97126,80901122
1c00ffff,ffffffff,84100011,810d890a,684134c2,851e0020,28d6c11c,811628d1,31e54197,12040828,25010a06,3c604143,44001922
2400ffff,ffffffff,0a0c10e0,09cc822c,383061a1,85013824,5208a080,832a4040,61620087,26241052,22040306,34014e04,40122122
2c00ffff,ffffffff,4e10a223,044e0814,4041d541,43832a28,880004c2,85763c91,10220602,20112272,e5478006,086094a3,4b182922
3400ffff,ffffffff,282050a1,a0518556,1c717062,c603304c,40b04489,8f5e2469,30114aaf,0edcb813,00ce8200,08f8a020,c5863122
3c00ffff,ffffffff,58047191,400c810a,388895e1,ca080e9c,a0800806,023004f1,70e2c73b,1e3098e0,614f080c,05288000,c0a13922
4400ffff,ffffffff,34183180,e1439e18,280055e4,90120a48,48336080,1b023cb0,92c24688,15742834,c3c6284c,0450e021,49834122
4c00ffff,ffffffff,6204d000,c0530104,4e08842c,8d32020c,78618945,08265050,416b0912,14487815,c20e0000,4451312a,09044922
5400ffff,ffffffff,0a40c001,61c00122,0800c080,4e055869,88524106,031e0029,a1614485,0e340a61,05441608,284011e0,86295122
5c00ffff,ffffffff,241c2201,27438528,2c110088,c5050400,104045c8,94220c40,9280e694,130cb472,48009020,3cb05060,00125922
6400ffff,ffffffff,0e0488e0,c7438200,b1505001,92071c01,29626095,86621810,f485da03,0cb010e3,00459732,830811aa,06036122
6c00ffff,ffffffff,06509341,40c0040e,38017022,09001610,00300542,0e04e800,c421d399,2e7488e0,29c0801a,2401d0a2,4c0b6922
7400ffff,ffffffff,061c2021,c5c5870a,18086224,00064808,0022e60a,8d123c18,94810483,06109be2,c1478026,b9187340,c5857122
7c00ffff,ffffffff,0e250811,85008314,1c00c2cd,d7090238,10648241,0c1c0840,60220402,00003893,20020c20,23284062,480b7922
0400ffff,ffffffff,0e2c5030,4140310e,58087001,450bad18,40100044,98025000,02e0c280,28288092,67801904,40335120,c2180122
0c00ffff,ffffffff,0e0018b1,8c898106,60412103,018a1c0c,a1020051,10364890,2300480e,1a141083,25828222,7c7000e3,87820922
1400ffff,ffffffff,2c184091,c115890a,1450a041,4c853400,986045d1,01342cf9,a0678005,3ca459c1,088d8b16,08012085,8a831122
1c00ffff,ffffffff,20041930,00521c1a,19380140,00152400,599121c5,181e28e9,13d04493,12688020,89829900,7cb820a1,52291922
2400ffff,ffffffff,224c5a11,80d92f0c,282060e1,40991a00,68c18307,05222061,71648c89,10703041,21c48028,505040a4,c0362122
2c00ffff,ffffffff,08044803,42418526,0c02c142,85070001,884062c7,82245c08,42620d01,00180951,a2d01126,85704881,080a2922
3400ffff,ffffffff,16547823,a508ab04,01d89180,44090200,1086a08c,00782429,24098487,342429b3,61891c18,402890c4,15933122
3c00ffff,ffffffff,162870b0,02021368,10250023,04030010,52a2260d,98235038,d300c488,0e2c48a0,44d98e46,641021c1,8e2a3922
4400ffff,ffffffff,1c144050,a10c8304,0dab8047,c0031244,19204188,81108c5a,81418094,040c1001,23821102,b851e12b,01a64122
4c00ffff,ffffffff,102c2080,2141021c,58881165,40870498,d1218082,83561cb3,e4c00c0b,0288c8e0,8391807e,05107225,408b4922
5400ffff,ffffffff,04200820,e089890d,3c08c0c2,828b54a4,389306c6,150b0860,32428707,0698a8e0,c2080208,28296062,80025122
5c00ffff,ffffffff,16585041,88030508,2090c2a1,00a60c2d,88b0c081,c11a483a,f080008b,143c6923,a0d09c20,40087646,ce215922
6400ffff,ffffffff,3c045860,42c2163a,3008b0c3,0e8a102c,a090e080,83542498,34818107,08080861,c403011c,085802c0,46836122
6c00ffff,ffffffff,0a3c0001,20830d5a,1cb001a8,8b270868,5832c081,0e127030,a0a08503,284031e0,03c1941a,945ad0a0,00a16922
7400ffff,ffffffff,1a1c0076,60870430,48c01141,8b813c99,80314447,a4002841,10044002,0e00b8f1,e0478216,155841e1,50167122
7c00ffff,ffffffff,286c50a1,e8448926,58b21223,800508c1,980045c9,91103808,3063c102,163841f0,a043827d,0c089362,01037922
0400ffff,ffffffff,1018a0b0,e3428c26,0c5890a2,0b050808,11102184,09041050,62c0c082,2c054061,e5950718,0451c202,0c890122
0c00ffff,ffffffff,361039f0,c2c30a0c,31b0d048,93052034,3141ca82,900c1c1b,f084c60b,0a3d1051,a242001e,104960f7,c20b0922
1400ffff,ffffffff,0a340120,a3062c06,189000c3,8b81200c,1060c4c2,06082071,10620000,0214e004,02400330,1cb2b1a1,02061122
1c00ffff,ffffffff,6c390993,098d8e30,01002083,001b2c58,48520745,0d164de1,10658080,0234b964,41430116,08019400,00911922
2400ffff,ffffffff,20205951,01898a40,444031ad,47840e34,3c60c497,800e5018,81614080,023c0074,86f38242,48388381,03832122
2c00ffff,ffffffff,1298b8f0,22898005,70092100,04030c34,60104382,95001409,8347c006,16340810,a1408e28,4810e0e4,029b2922
3400ffff,ffffffff,04040b42,2281940c,0002b1a9,c3044020,40216d00,ad2a1d61,90038093,164c48d5,4b0e0100,7ca870c0,40183122
3c00ffff,ffffffff,10948320,41c90604,147910a4,42853814,21822541,a75648e0,3041182e,0e046820,0108877c,08705324,01133922
4400ffff,ffffffff,4218f861,e8d0800c,34681742,9118544c,40396145,05181889,21644499,3e003132,81928d02,48d0e226,c1864122
4c00ffff,ffffffff,1a0860b5,83c8ad02,202850a8,41a70224,5902c111,832e19f8,3000c688,001c0862,25040120,49382083,c0804922
5400ffff,ffffffff,0e218290,c1898d24,141876ad,8810060c,1120c04d,0d0a20b0,90620189,1c2460e0,a74a0024,0198e081,41845122
5c00ffff,ffffffff,38149801,c1040602,6c3800c1,01886851,381402b2,000e0c10,92a38618,34086011,2ba30010,0410f400,00895922
6400ffff,ffffffff,02186860,c0251004,20024004,81cc102c,70b241c4,040c05f1,10e388a0,34004024,43478c02,1c19c489,00ae6122
6c00ffff,ffffffff,0018a0c1,e181832c,e03880e0,41060204,80416481,05085518,1100c00e,20081110,810c123e,245820a2,5e0d6922
7400ffff,ffffffff,362cd875,410f8104,5c205063,4714022c,40e06c80,07022c19,01000e88,5b2c8862,01812a0e,2c00b064,92017122
7c00ffff,ffffffff,04987851,20050218,1c6e9562,eb0e1c5c,5a85a182,81061853,00824185,1c286071,43104706,1018f3a0,028a7922
0400ffff,ffffffff,022c48f0,82cb0122,28182342,c68028a0,d962a0c3,13146808,0022818d,0e400b91,008c0f04,1c224362,80880122
0c00ffff,ffffffff,08182854,73c29807,542811c0,46870c04,11a22488,851200b0,1247062e,082c4102,43c0060a,34f86146,430b0922
1400ffff,ffffffff,140420a1,a648920c,288861a2,c6241601,22042707,8a6a9440,3060078a,121c5882,258a0522,003841c8,868c1122
1c00ffff,ffffffff,0000c006,000c901a,081090c0,05850c28,19a2278a,a00c4c00,81e4028c,08240042,04000526,88084664,d1031922
2400ffff,ffffffff,0c157162,61cc0926,1c3061a6,83001450,18c14541,091c4c28,31014102,20193833,c0418e4a,04182101,02042122
2c00ffff,ffffffff,4c249951,40c98d0a,28d88027,84000634,3851a209,96200120,8123c1a4,10008970,83c0033a,4c394463,84042922
3400ffff,ffffffff,0c589870,00870104,d8abb381,41985048,99f0a0c7,912214b9,77419a05,080058c4,43cd8126,08104083,cc993122
3c00ffff,ffffffff,1c493900,4101a304,10109540,c125605c,3070e082,93144ca0,07001204,02042030,a2102632,10813221,84023922
4400ffff,ffffffff,4c200050,c5408e0c,0c707044,42134a08,0020c2ce,9c362008,aa260012,063cb000,a4d2a80c,14a80004,8d0b4122
4c00ffff,ffffffff,0614e0b1,90059a1e,04106000,43162c10,d0514102,2d141079,c1204b0a,0e5c6a31,42c98a1e,103060ab,87874922
5400ffff,ffffffff,00109810,4442831a,4c08a1a6,c79b263c,19f0624b,8e4c0880,20008985,34049231,e3011b12,5808c224,82015122
5c00ffff,ffffffff,24780850,65d00024,5428c04a,45871218,00e046c6,191a14b1,04240e8c,063c08b0,6100130c,300013a1,00835922
6400ffff,ffffffff,201d0062,22848c12,08205260,41802414,d9a26084,81026812,b04002a3,0e4418aa,a7c00033,01810143,431a6122
6c00ffff,ffffffff,00040813,004a0a08,08a05103,85a02624,49216284,0f203448,b4634187,1a10a9b0,00442400,808843e6,401b6922
7400ffff,ffffffff,1019d802,66408104,0c6890e0,02ab3498,29118383,85001871,63008192,06207020,81c50204,24f02160,8a107122
7c00ffff,ffffffff,06480096,c1c4124c,0c393008,c2291200,29b06202,16022428,7002d180,44040831,45950802,38284002,4d077922
0400ffff,ffffffff,061868d0,2081901a,2c48a002,5f040690,70206983,072b0019,22848619,5418c850,e3460010,4c40b562,40040122
0c00ffff,ffffffff,0819f872,e2c28218,48485262,098a0425,58b0c0c3,12140c42,a10a860b,1e088862,210e9026,0c50e4e0,000e0922
1400ffff,ffffffff,06081970,2d8a8418,180090c6,c6011e38,a1a16084,87168489,0042098d,2400f9f4,03428a12,30187163,c2931122
5400ffff,ffffffff,265968f0,c4838715,0e38e6c3,ca0b000c,99f0050e,04280010,0042c804,02544a22,20891814,1dc05045,81835122
5c00ffff,ffffffff,1e102121,638a014c,d480a065,88043808,283260da,2e2c3430,a0c60004,1c280950,654f8606,14b1d1a1,01085922
6400ffff,ffffffff,085d0830,2001040c,1c10b2a6,c8820200,920122c6,061a4c32,91e10791,00140841,a542111e,24f86220,0d906122
6c00ffff,ffffffff,00287801,0045930e,28091282,04860430,5132084f,8a022422,75840490,06385813,26c38e26,08544506,47146922
7400ffff,ffffffff,100c9100,a0440f08,043180a2,0a890298,31804081,02240418,d3428010,32018144,6702080a,58b8a020,81027122
7c00ffff,ffffffff,32740830,12010000,1c3186a6,029f0418,00828014,0a2a2d69,a124c005,0c38a811,60870502,00295201,80a27922
0400ffff,ffffffff,1c044911,8447858a,50107ca1,ca822028,0091e541,0d000033,2000c284,326830c0,64c7a000,20189121,800b0122
0c00ffff,ffffffff,120c6091,650c8920,006851a1,4a850000,43f1adc0,8b000c11,11a0410b,68042084,51448100,40710046,841e0922
1400ffff,ffffffff,16dc89c0,8f4a8814,040080aa,820d1e1c,61f1e1c0,802c1008,a1a7558c,4e347841,80c61a00,0c6864e0,40d11122
1c00ffff,ffffffff,066088a0,42831200,1059e080,40a34e84,1831c189,0b083078,e0410680,02bcc070,414ea320,0c004042,560a1922
2400ffff,ffffffff,143c0a81,06870860,28602221,058c0209,180000c4,02528408,4044c384,34011002,0316282a,4de29280,84862122
2c00ffff,ffffffff,0a2c4120,04069026,3c185228,46090480,085081c5,080e1829,32830e02,1ebe8872,01808140,9c02a0c5,82022922
3400ffff,ffffffff,1e1820a4,02130b0a,141ae0a3,01ed1004,08a10080,02063463,c4a88185,1ec408e1,c040840e,20e80060,43013122
3c00ffff,ffffffff,12341870,0140800c,3c115584,05152e18,a01085d8,02025cc0,60e54185,300c5160,8060930e,0c08d206,45803922
4400ffff,ffffffff,320c58f1,60000e49,0a69e222,86034230,d080614a,11520408,47a0c4b5,1e840082,a0018e04,24f0c043,51874122
4c00ffff,ffffffff,24642890,43042e64,28f1b06a,440113fc,2840c000,932a0548,042a8117,5864a053,64889644,24387280,c0204922
5400ffff,ffffffff,08709872,40420b1c,34601009,c1058438,0851e006,930444a8,e00b8603,4e244210,c8480b36,1c091001,00055122
5c00ffff,ffffffff,24388024,23018716,0869d121,cda11860,1881c30c,0e101039,c0408a85,0a28e850,2d809b32,38406041,c0145922
6400ffff,ffffffff,44605410,c6d20c26,1d884000,c1142400,fb402086,000c0491,32e38296,0c300837,e2050240,0298020f,81bd6122
6c00ffff,ffffffff,14583001,004e0428,04b8b183,c0801a04,23008d43,0a0c08b9,b184c00e,141ca815,e2481813,5420b1e3,01846922
7400ffff,ffffffff,3c9142a2,c5062902,b002b222,40a8321d,380141c7,88004008,80854180,0a297251,c5818734,08089280,02027122
7c00ffff,ffffffff,0274d070,a2010532,0030c1a0,c0020c14,aa30c24c,942e1828,4225410f,2ac432f0,02408422,0c182163,81047922
0400ffff,ffffffff,1a0c30b0,a3ca990e,1c0162ec,4a88180c,a850c2cb,08283c00,708c0185,100c2943,47449604,147944a7,478b0122
0c00ffff,ffffffff,0a689171,48800316,08508240,c51a0438,50b28011,970402f8,51812705,0a044a60,84028000,c8729102,46020922
1400ffff,ffffffff,1c8c2b02,0ac40912,1c2050e3,02ad8e44,40038a81,05224051,00a20000,3e601083,e2469802,641807a1,48801122
1c00ffff,ffffffff,2e7c3821,8446ba0a,186020e9,58860c10,b060ebc0,80344001,22826f82,2a7c68f0,84438708,a538c024,c40f1922
2400ffff,ffffffff,04ac18a1,c2462510,00a033c0,43170614,18e36002,060c0000,c0e10507,3e142b10,b180028a,5c8070c4,01832122
2c00ffff,ffffffff,200c0930,26d50000,50410143,42960c54,8c162805,281a0c28,4025801b,0e4408b0,c28e970a,00410023,c40e2922
3400ffff,ffffffff,30184821,41011d36,30b85021,48991668,a0e04485,113c2160,29c4450b,3a003a40,c4060d28,303034c5,158d3122
3c00ffff,ffffffff,6c18d1b1,c1050626,184340a2,010a0021,01a12c46,30321c21,42010105,18288801,80640510,10a0c461,4d253922
4400ffff,ffffffff,22d8a8d0,005c8000,140991c4,c30a0a04,380a630e,8a183cc1,a045c309,01fc41c0,40cc1b16,70004061,c9154122
4c00ffff,ffffffff,084090e2,05438738,0d13604c,061a1e08,b0426001,064e7418,60c10398,2a104813,234a0208,10186061,40874922
5400ffff,ffffffff,2a001093,64410c70,c0180001,49001630,3380c301,02009c10,80819603,02d41962,22c60b58,602a8022,81085122
5c00ffff,ffffffff,043cf851,80000316,2408a5ab,0b022e28,28218845,95163060,628c4c85,122cd0d0,82ca2808,e0d03163,c2915922
6400ffff,ffffffff,360db810,82828806,000061e3,021e0034,b8722fc3,8d022c89,10404193,04049053,20d00806,15306140,0b936122
6c00ffff,ffffffff,1225d835,85420506,34d04062,868f0820,29048b08,031639b8,42a0d705,01207863,4341020a,3030e064,81066922
7400ffff,ffffffff,34251172,25c90122,64688560,0284082c,2083ee44,31002820,5020c093,266a18d5,22c09d04,1c10c362,c1407122
7c00ffff,ffffffff,04047891,20858f06,38386080,c2872e10,50712204,1406e001,61a0020b,1c0c4060,221b025c,84007021,439a7922
0400ffff,ffffffff,0a0840e1,64c1901c,28298020,86092a49,1a52a083,2214289a,3104410c,120c0050,82c48210,78411000,cf890122
0c00ffff,ffffffff,3e506ad2,e203a916,0511f0e3,40951610,18508744,040c380b,20410188,48246810,80890728,044ad020,82850922
1400ffff,ffffffff,0ec81023,62860270,80621043,03111a40,08604042,2a144810,80608083,04002060,00091522,1c312040,47861122
1c00ffff,ffffffff,10341010,06408928,b0990223,0087081c,0010c30d,03321048,8022048b,283830b2,a005022a,1c5942c1,82121922
2400ffff,ffffffff,3a2c3012,25c01042,0c902063,50b03068,20922209,9a2c1820,326fc683,403829a0,0002881a,48b8a002,c3002122
2c00ffff,ffffffff,0430a1b0,40050a3a,1848d122,4600084c,c8806114,891e3428,c0c40483,084d38d1,8001821a,c47851a0,00032922
3400ffff,ffffffff,0e10d1d1,038b0136,10c9a004,c3102218,f822e445,93241cb8,7182c285,2aac0072,0a0a2408,1469b002,088a3122
3c00ffff,ffffffff,40085820,83419102,24283001,4c810a54,b820e3c7,210c9080,25c01111,083488f1,61898d64,203b3062,c2053922
4400ffff,ffffffff,820018b2,62878b10,24315023,010c1a20,50728582,030a1008,4262c306,081c6800,c2c1281a,00a940cb,408a4122
4c00ffff,ffffffff,1c159150,01c38802,305880a4,8b053cfc,511223c0,04061028,01c00080,202c4800,4007992c,1400d0c0,08874922
5400ffff,ffffffff,0c30c870,0040a802,c8882400,43010a14,19506505,825c0438,4242c780,0c3438d5,604c3318,ec3b143a,842f5122
5c00ffff,ffffffff,080c2832,c308040c,84094102,42821c58,19110002,8d340020,17000082,54205851,41001608,00288380,d4075922
6400ffff,ffffffff,0c211191,4049c40e,1c60e060,21002a38,61d0cb02,9c026438,40e3c100,24187111,6e819000,20a22104,84876122
6c00ffff,ffffffff,1e004041,82430b0a,1c000002,c7026044,08a38942,910e30a0,10808a86,12200020,24038810,00484201,47956922
7400ffff,ffffffff,101c7852,a1c7161e,0470a1a3,d9170a24,105804c7,b2080118,30220109,32746002,600b8300,3831c1c6,c2297122
7c00ffff,ffffffff,04203112,274b0516,080170e8,4081022c,4844a7d0,890430f0,3107031e,2050b951,a0440004,0170306d,849b7922
0400ffff,ffffffff,1a4c3280,81429032,0501858f,15954840,d0504749,96184f98,f1c24a88,043438f0,43418c3a,1418a0c3,842c0122
0c00ffff,ffffffff,06340860,e64b1024,3439f129,518b7c14,40910708,09751c38,61440108,02402403,40c8961e,2c820180,10050922
1400ffff,ffffffff,00304911,e445013c,0dc91083,44420200,58102048,8d000401,a1610401,0a296992,c341810a,2831a141,40191122
1c00ffff,ffffffff,26004948,84018802,76587040,0c250c24,10600144,001afc3a,1002800a,281080f0,a2108718,30587041,47001922
2400ffff,ffffffff,18280030,45870602,64f00300,8f0b123c,2012e705,092040a0,93c00c9c,1420e040,e3ca9316,2c108142,00032122
2c00ffff,ffffffff,06283090,61198204,6929c326,8d8c1620,29204b84,874e1431,41610109,0a313ad1,8003800a,3c280940,9c0d2922
